Entity_ID,Representative,Members,Number_of_Variants,Ship_To_Count,Row_Count,Countries,Any_Normalization_Changed
E000866,METALCRAFT OF MAYVILLE,METALCRAFT OF MAYVILLE,,5,10,United States Of America,
E000865,METAL FINISHING SOLUTIONS,METAL FINISHING SOLUTIONS,,5,7,United States Of America,
E000864,MERITOR,MERITOR,,5,9,United States Of America,
E000863,MERCHANT METALS,MERCHANT METALS,,5,8,United States Of America,
E000862,MANITOU GROUP,MANITOU GROUP,,5,10,France,
E000861,MALUB,MALUB,,5,6,France,
E000860,LUDOVIC TALON,LUDOVIC TALON,,5,5,,
E000859,LUBRICANTES PARICIO,LUBRICANTES PARICIO,,5,5,Spain,
E000858,LEGGETT AND PLATT,LEGGETT AND PLATT,,5,9,United States Of America,
E000857,LAKE REGION MEDICAL,LAKE REGION MEDICAL,,5,12,United States Of America,
E000856,KAMEI,Kamei,,5,9,Japan,
E000855,KABA ILCO,Kaba Ilco Corp,,5,7,,
E000854,KLINGELNBERG,KLINGELNBERG,,5,8,Germany,
E000853,KEWAUNEE SCIENTIFIC,KEWAUNEE SCIENTIFIC CORP,,5,8,United States Of America,
E000852,KETTLE MORAINE COATINGS,KETTLE MORAINE COATINGS,,5,9,United States Of America,
E000851,KAWASAKI,KAWASAKI,,5,10,Spain,
E000850,ITS,ITS,,5,6,Italy,
E000849,INTERTEK,INTERTEK,,5,9,England,
E000848,INGERSOLL RAND,INGERSOLL RAND,,5,9,Ireland,
E000847,IMS GEAR,IMS GEAR,,5,8,Germany,
E000846,IEM POWER SYSTEMS,IEM POWER SYSTEMS,,5,9,United States Of America,
E000845,HUTCHINSON,HUTCHINSON,,5,8,France,
E000844,HUSKY INJECTION MOLDING,HUSKY INJECTION MOLDING,,5,8,United States Of America,
E000843,HUIYA TECHNOLOGY,HUIYA TECHNOLOGY,,5,12,China,
E000842,HOWMET AEROSPACE,HOWMET AEROSPACE,,5,6,United States Of America,
E000841,HOWDEN,HOWDEN,,5,10,Scotland,
E000839,HECKLER AND KOCH,HECKLER AND KOCH,,5,9,Germany,
E000838,HASKINS,HASKINS,,5,14,United States Of America,
E000837,HARTFORD TECHNOLOGY,HARTFORD TECHNOLOGY,,5,8,United States Of America,
E000836,GJUTERIBOLAGET,Gjuteribolaget,,5,6,Sweden,
E000835,FRANKLIN ELECTRIC,FRANKLIN ELECTRIC,,5,8,United States Of America,
E000834,FOSHAN SUIRONG,FOSHAN SUIRONG,,5,10,China,
E000833,FLSMIDTH,FLSMIDTH,,5,12,Denmark,
E000832,FEY,FEY,,5,13,Brazil,
E000831,EXXON MOBIL,EXXON MOBIL,,5,9,United States Of America,
E001125,WALLWORK GROUP,WALLWORK GROUP,,4,5,England,
E001126,WALSH VMI,WALSH VMI,,4,9,Ireland,
E001127,WASHITA VALLEY ENTERPRISES,WASHITA VALLEY ENTERPRISES,,4,4,United States Of America,
E001128,WEG,WEG,,4,9,,
E001129,WIPRO ENTERPRISE,WIPRO ENTERPRISE,,4,10,India,
E001130,WOLSELEY INDUSTRIAL,WOLSELEY INDUSTRIAL,,4,8,United States Of America,
E001131,YANFENG,YANFENG,,4,8,China,
E001132,ZEUS,ZEUS,,4,6,United States Of America,
E001133,ZIPPO MANUFACTURING,Zippo Manufacturing Company,,4,5,United States Of America,
E001009,JIANGSU HENGLI,JIANGSU HENGLI,,4,6,China,
E001008,JENNMAR,JENNMAR,,4,7,United States Of America,
E000908,A BRITE,A BRITE,,4,7,United States Of America,
E000909,AALBERTS INDUSTRIES,AALBERTS INDUSTRIES,,4,5,Netherlands,
E000910,ACCIONA,ACCIONA,,4,7,Spain,
E000911,ACUITY BRANDS,ACUITY BRANDS,,4,7,United States Of America,
E000912,ADIAMIX,ADIAMIX,,4,6,France,
E000056,CBS INDUSTRIAL TOOLING,CBS INDUSTRIAL TOOLING | CBS INDUSTRIAL TOOLING INC | CBS INDUSTRIAL TOOLING LLC,3.0,4,7,United States Of America,True
E000057,HANGER BOLT AND STUD,HANGER BOLT AND STUD CO | HANGER BOLT AND STUD CO INC | Hanger Bolt and Stud Co,3.0,4,5,United States Of America,True
E000058,IMPERIAL MACHINE,IMPERIAL MACHINE | IMPERIAL MACHINE COMPANY | Imperial Machine Company,3.0,4,8,United States Of America,True
E000059,OHIO ORDNANCE WORKS,OHIO ORDNANCE WORKS INC | OHIO ORDNANCE WORKS | Ohio Ordnance Works,3.0,4,9,United States Of America,True
E000060,PLUM,Plum Corporation | PLUM | PLUM CORPORATION,3.0,4,6,United States Of America,True
E000061,S AND S TOOLS,S and S Tools Inc | S AND S TOOLS INC | S and S TOOLS INC,3.0,4,6,United States Of America,True
E000062,ACS GROUP,ACS GROUP | ACS Group,2.0,4,6,Spain,False
E000063,ALLOY ENGINEERING,ALLOY ENGINEERING | Alloy Engineering,2.0,4,6,United States Of America,False
E000064,ANDERSON PRECISION,ANDERSON PRECISION | Anderson Precision,2.0,4,7,United States Of America,False
E000065,BADGER METER,BADGER METER | BADGER METER INC,2.0,4,7,United States Of America,True
E000066,BIESSE,BIESSE | Biesse,2.0,4,13,Italy,False
E000067,CEDARVILLE UNIVERSITY,CEDARVILLE UNIVERSITY | Cedarville University,2.0,4,4,United States Of America,False
E000068,COMMERCIAL FLUID POWER,COMMERCIAL FLUID POWER | Commercial Fluid Power,2.0,4,5,United States Of America,False
E000069,CRAIG WIRE PRODUCTS,CRAIG WIRE PRODUCTS | CRAIG WIRE PRODUCTS LLC,2.0,4,11,United States Of America,True
E000070,CREATIVE CHEMISTRY SOLUTIONS,CREATIVE CHEMISTRY SOLUTIONS | CREATIVE CHEMISTRY SOLUTIONS CORPORATION,2.0,4,7,Canada | United States Of America,True
E000071,DIAMONDBACK BARRELS,DIAMONDBACK BARRELS | Diamondback Barrels,2.0,4,5,United States Of America,False
E000072,EVAPCO,EVAPCO | Evapco Inc,2.0,4,6,United States Of America,True
E000073,FLASH INDUSTRIAL TECHNOLOGY,FLASH INDUSTRIAL TECHNOLOGY | Flash Industrial Technology,2.0,4,6,United States Of America,False
E000074,FUNDICIONES DEL ESTANDA,FUNDICIONES DEL ESTANDA | FUNDICIONES DEL ESTANDA SA,2.0,4,6,Hungary | Spain,True
E000075,GALION,GALION | Galion LLC,2.0,4,6,United States Of America,True
E000076,KAY MANUFACTURING,KAY MANUFACTURING COMPANY | KAY MANUFACTURING,2.0,4,11,United States Of America,True
E000077,KLEIN TOOLS,KLEIN TOOLS | KLEIN TOOLS INC,2.0,4,8,United States Of America,True
E000078,MACLEAN POWER SYSTEMS,MACLEAN POWER SYSTEMS | MacLean Power Systems,2.0,4,5,United States Of America,False
E000079,MONSTERAS METALL,MONSTERAS METALL | MÖNSTERÅS METALL,2.0,4,6,Sweden,True
E000080,NICHIBEI,Nichibei | NICHIBEI,2.0,4,5,Japan,False
E000081,NSK,NSK | NSK CORPORATION,2.0,4,14,Japan,True
E000082,O M P,O M P | O.M.P,2.0,4,7,Italy,True
E000083,ORCHID ORTHOPEDIC SOLUTIONS,ORCHID ORTHOPEDIC SOLUTIONS | ORCHID ORTHOPEDIC SOLUTIONS LLC,2.0,4,7,United States Of America,True
E000084,PALL,PALL | PALL CORPORATION,2.0,4,9,England | United States Of America,True
E000085,REDOX,REDOX | REDOX PTY LTD,2.0,4,5,Australia,True
E000086,RINKER MATERIALS,RINKER MATERIALS | Rinker Materials,2.0,4,7,United States Of America,False
E000087,TEAM INDUSTRIES,TEAM INDUSTRIES | Team Industries,2.0,4,8,United States Of America,False
E000088,TRIANGLE MACHINE,TRIANGLE MACHINE | Triangle Machine,2.0,4,7,United States Of America,False
E000089,VOSS INDUSTRIES,VOSS INDUSTRIES | Voss Industries,2.0,4,6,United States Of America,False
E000913,AGE CUTTING TOOL,AGE CUTTING TOOL LLC,,4,7,United States Of America,
E000914,AI INDUSTRIES,AI INDUSTRIES,,4,7,United States Of America,
E000915,ALPARGATAS,ALPARGATAS,,4,7,Brazil,
E000916,ALTONA,ALTONA,,4,6,Germany,
E000917,AMF,AMF,,4,6,United States Of America,
E000918,AMSTED INDUSTRIES,AMSTED INDUSTRIES,,4,6,United States Of America,
E000919,ANA GLOBAL,ANA GLOBAL,,4,7,United States Of America,
E000920,ANNIBALE VITERIE GROUP,ANNIBALE VITERIE GROUP,,4,8,Italy,
E000921,ANOVA,ANOVA,,4,12,United States Of America,
E000922,APEL EXTRUSIONS,APEL EXTRUSIONS,,4,5,Canada,
E000923,APX,APX,,4,9,United States Of America,
E000924,ARTIFLEX MANUFACTURING,ARTIFLEX MANUFACTURING,,4,14,United States Of America,
E000925,ATELIER BOURGEA USINAGE,Atelier Bourgea Usinage,,4,5,Canada,
E000926,BANG AND OLUFSEN OPERATIONS,BANG AND OLUFSEN OPERATIONS,,4,6,Denmark,
E000927,BARRETO MANUFACTURING,BARRETO MANUFACTURING INC,,4,9,United States Of America,
E000928,BAYLOFF,BAYLOFF,,4,8,United States Of America,
E000929,BCI BURKE,BCI BURKE,,4,6,United States Of America,
E000930,BIFRANGI,BIFRANGI,,4,5,Italy,
E000931,BLACKHAWK,BLACKHAWK,,4,11,United States Of America,
E000932,BURGESS MANUFACTURING,BURGESS MANUFACTURING,,4,8,United States Of America,
E000933,BYD,BYD,,4,4,China,
E000934,CALDER INDUSTRIAL,CALDER INDUSTRIAL,,4,8,England,
E000935,CAPITOL INDUSTRIES,CAPITOL INDUSTRIES,,4,7,Canada,
E000936,CARLETON LIFE SUPPORT,CARLETON LIFE SUPPORT,,4,7,United States Of America,
E000937,CARLISLE,CARLISLE,,4,8,United States Of America,
E000938,CAULFIELD,CAULFIELD,,4,8,Ireland,
E000939,CELANESE,CELANESE,,4,7,United States Of America,
E000940,CFE,CFE,,4,7,Mexico,
E000941,CHANNELLOCK,CHANNELLOCK,,4,6,United States Of America,
E000942,CHEMICO GROUP,CHEMICO GROUP,,4,8,United States Of America,
E000943,CHRISTERS FINMEK,CHRISTERS FINMEK,,4,9,Sweden,
E000944,CIAL DE TRATAMIENT TERMICOS,CIAL DE TRATAMIENT TERMICOS,,4,5,Spain,
E000945,CINCINNATI GEARING SYSTEMS,CINCINNATI GEARING SYSTEMS,,4,7,United States Of America,
E000946,CMD,CMD,,4,10,France,
E000947,CNS TOOLING AND ABRASIVES,CNS TOOLING AND ABRASIVES,,4,8,United States Of America,
E000948,COMER INDUSTRIES,COMER INDUSTRIES,,4,8,Italy,
E000949,CSCEC,CSCEC,,4,5,,
E000950,DANSK,DANSK,,4,8,Denmark,
E000951,DC MACHINE,DC MACHINE,,4,7,United States Of America,
E000952,DEPUY,DEPUY,,4,10,United States Of America,
E000953,DOLEN TOOL SALES,DOLEN TOOL SALES,,4,9,United States Of America,
E000954,DOLLAR INDUSTRIES,DOLLAR INDUSTRIES,,4,7,Pakistan,
E000955,DOMETIC GROUP,DOMETIC GROUP,,4,6,Sweden,
E000956,DOW CHEMICAL,DOW CHEMICAL,,4,8,United States Of America,
E000957,DRAVA,DRAVA,,4,6,Brazil,
E000958,DEPENDABLE STAMPING,Dependable Stamping Company,,4,6,United States Of America,
E000959,EAGLE MANUFACTURING,EAGLE MANUFACTURING COMPANY,,4,6,United States Of America,
E000960,ECHO TRAILERS,ECHO TRAILERS,,4,10,United States Of America,
E000961,EICKHOFF,EICKHOFF,,4,7,Germany,
E000962,EINES CANELA,EINES CANELA,,4,4,Spain,
E000963,ELBA BRUNITURA,ELBA BRUNITURA,,4,13,Italy,
E000964,ENVIREM,ENVIREM,,4,11,Italy,
E000965,ETERNIT,ETERNIT,,4,8,Brazil,
E000966,ETG IRELAND,ETG IRELAND,,4,11,Ireland,
E000967,ETS OPINEL JOSEPH ET CIE,ETS OPINEL JOSEPH ET CIE,,4,6,France,
E000968,FAMAR,FAMAR,,4,9,Italy,
E000969,FCF,FCF,,4,8,Brazil,
E000970,FOCAL POINT,FOCAL POINT,,4,8,United States Of America,
E000971,FOPPAVIE,FOPPAVIE,,4,9,Italy,
E000972,FORGEX,FORGEX,,4,5,Canada,
E000973,FENNER,Fenner,,4,7,United States Of America,
E000974,GAVIOTA SIMBAC MIDDLE EAST,GAVIOTA SIMBAC MIDDLE EAST,,4,8,Lebanon,
E000975,GH GROUP,GH GROUP,,4,6,Spain,
E000976,GLIDEROL GARAGE DOORS,GLIDEROL GARAGE DOORS,,4,4,Australia,
E000977,GNOSJO AUTOMATSVARVNING,GNOSJÖ AUTOMATSVARVNING,,4,8,Sweden,
E000978,GOIZPER,GOIZPER,,4,4,Spain,
E000979,GRAHAM MACHINELES AND SERVICES,GRAHAM MACHINELES AND SERVICES,,4,6,Canada,
E000980,GREAT LAKES DREDGE AND DOCK,GREAT LAKES DREDGE AND DOCK,,4,8,United States Of America,
E000981,GUHRING,GUHRING,,4,9,Germany,
E000982,HAGER,HAGER,,4,12,United States Of America,
E000983,HALL INDUSTRIES,HALL INDUSTRIES,,4,6,United States Of America,
E000984,HAMILTON MACHINE AND MANUFACTURING,HAMILTON MACHINE AND MANUFACTURING,,4,7,United States Of America,
E000985,HART AND COOLEY,HART AND COOLEY,,4,9,United States Of America,
E000986,HARTFORD FINISHING,HARTFORD FINISHING,,4,8,United States Of America,
E000987,HASSMANN,HASSMANN,,4,11,Brazil,
E000988,HEF GROUPE,HEF GROUPE,,4,6,France,
E000989,HI LIFE TOOLS,HI LIFE TOOLS,,4,11,India,
E000990,HOERBIGER,HOERBIGER,,4,7,Switzerland,
E000991,HOL MAC,HOL-MAC CORPORATION,,4,8,United States Of America,
E000992,HORSBURGH AND SCOTT,HORSBURGH AND SCOTT,,4,7,United States Of America,
E000993,HULTAFORS,HULTAFORS,,4,10,Sweden,
E000994,HUMANSCALE,HUMANSCALE,,4,7,United States Of America,
E000995,HYTROL CONVEYOR,HYTROL CONVEYOR CO,,4,10,United States Of America,
E000996,HOUSEKNECHTS PRECISION MACHINE,Houseknechts Precision Machine,,4,7,United States Of America,
E000997,IBRATEC,IBRATEC,,4,7,Brazil,
E000998,IG WATTEEUW INTERNATIONAL,IG WATTEEUW INTERNATIONAL,,4,4,Belgium,
E000999,INDELBROM,INDELBROM,,4,5,Brazil,
E001000,INDUSTRIAL POLISHING,INDUSTRIAL POLISHING,,4,6,United States Of America,
E001001,INDUSTRISLIBERIET,INDUSTRISLIBERIET,,4,7,Sweden,
E001002,INTERNATIONAL PAPER,INTERNATIONAL PAPER,,4,6,United States Of America,
E001003,IPCO,IPCO,,4,7,Sweden,
E001004,ITT ENGINEERED VALVES,ITT ENGINEERED VALVES LLC,,4,7,United States Of America,
E001005,ITW METAL FASTENERS,ITW Metal Fasteners,,4,4,United States Of America,
E001006,IZAR CUTTING TOOLS,IZAR CUTTING TOOLS,,4,4,Spain,
E001007,JACKSON GEAR,JACKSON GEAR COMPANY,,4,5,United States Of America,
E001010,JOHN CRANE,JOHN CRANE,,4,6,United States Of America,
E001011,JOY GLOBAL,JOY GLOBAL,,4,6,United States Of America,
E001012,KAMAX,KAMAX,,4,7,Germany,
E001013,KARSTEN MATHIASEN,KARSTEN MATHIASEN,,4,9,Denmark,
E001014,KAYS ENGINEERING,KAYS ENGINEERING,,4,6,United States Of America,
E001015,KOHLER,KOHLER,,4,7,United States Of America,
E001016,KOT ADDU POWER,KOT ADDU POWER,,4,6,Pakistan,
E001017,KRONES,KRONES AG,,4,7,Germany,
E001018,KUZNIA,KUZNIA,,4,6,Poland,
E001019,LABCONCO,LABCONCO CORPORATION,,4,7,United States Of America,
E001020,LENZE,LENZE,,4,6,Germany,
E001021,LIBERTY HOUSE GROUP,LIBERTY HOUSE GROUP,,4,5,England,
E001022,LINCOLN ELECTRIC,LINCOLN ELECTRIC,,4,7,United States Of America,
E001023,LINDAB,LINDAB,,4,7,Sweden,
E001024,LINDBERG,LINDBERG,,4,12,Denmark,
E001025,LUBAIR AVIATION,LUBAIR AVIATION,,4,6,England,
E001026,LUNDBERGS PRESSGJUTERI,LUNDBERGS PRESSGJUTERI,,4,5,Sweden,
E001027,MAKITA,MAKITA,,4,7,Japan,
E001028,MALCON,MALCON,,4,12,Brazil,
E001029,MANDJ VALVE SERVICES,MANDJ VALVE SERVICES,,4,8,United States Of America,
E001030,MANILDRA GROUP,MANILDRA GROUP,,4,6,Australia,
E001031,MANOIR INDUSTRIES,MANOIR INDUSTRIES,,4,6,France,
E001032,MAPAL,MAPAL,,4,6,Germany,
E001033,MASTER LOCK,MASTER LOCK,,4,7,United States Of America,
E001034,MATCORMATSU,MATCORMATSU,,4,12,Canada,
E001035,MERCER MACHINE,MERCER MACHINE CO INC,,4,6,United States Of America,
E001036,METRA,METRA,,4,10,France,
E001037,MIC,MIC,,4,8,Brazil,
E001038,MITUTOYO,MITUTOYO,,4,12,Japan,
E001039,MOOG,MOOG INC,,4,9,United States Of America,
E001040,MSC AMAZONIA,MSC AMAZONIA,,4,7,Brazil,
E001041,MULTIMATIC,MULTIMATIC,,4,7,Canada,
E001042,MWI,MWI,,4,6,United States Of America,
E001043,MUELLER,Mueller Co LLC,,4,9,United States Of America,
E001044,MORRUMS FINMEKANO,MÖRRUMS FINMEKANO,,4,9,Sweden,
E001045,NARMCO GROUP,NARMCO GROUP,,4,8,Canada,
E001046,NASH,NASH,,4,7,Brazil,
E001047,NOLAB,NOLAB,,4,9,Sweden,
E001048,NORTHROP GRUMMAN,NORTHROP GRUMMAN,,4,6,United States Of America,
E001049,NUOVA MECCANICA,NUOVA MECCANICA,,4,15,Italy,
E001050,OFFICINE VICA,OFFICINE VICA,,4,8,Italy,
E001051,OLIVER TECHNOLOGIES,OLIVER TECHNOLOGIES,,4,6,United States Of America,
E001052,OSBORN INTERNATIONAL,OSBORN INTERNATIONAL,,4,10,United States Of America,
E001053,OUTILLAGE MAGAFOR,OUTILLAGE MAGAFOR,,4,4,France,
E001054,PACE INDUSTRIES,PACE INDUSTRIES,,4,6,United States Of America,
E001055,PARKER TRUTEC,PARKER TRUTEC,,4,7,United States Of America,
E001056,PHILIPS,PHILIPS,,4,7,,
E001057,PISA,PISA,,4,6,Italy,
E001058,PIT INDUSTRIAL,PIT INDUSTRIAL,,4,8,United States Of America,
E001059,POCLAIN,POCLAIN,,4,7,France,
E001060,POSSEHL ELECTRONICS,POSSEHL ELECTRONICS,,4,5,Germany,
E001061,PRECISION COMPONENTS,PRECISION COMPONENTS,,4,6,United States Of America,
E001062,PRECOR,PRECOR,,4,8,United States Of America,
E001063,PROLINE COATING,PROLINE COATING,,4,6,United States Of America,
E001064,R AND J CYLINDER AND MACHINE,R AND J Cylinder AND Machine Inc,,4,7,United States Of America,
E001065,R CLAVERIA,R CLAVERIA,,4,4,Spain,
E001066,REGAL WARE,REGAL WARE,,4,7,United States Of America,
E001067,RELIANCE WORLDWIDE,RELIANCE WORLDWIDE,,4,5,Australia,
E001068,RENOLD,RENOLD,,4,9,England,
E001069,RILEY GEAR,RILEY GEAR,,4,6,United States Of America,
E001070,RJC MANUFACTURING SERVICES,RJC MANUFACTURING SERVICES,,4,8,United States Of America,
E001071,ROBINSON FIN,ROBINSON FIN,,4,6,United States Of America,
E001072,ROLLER DIE AND FORMING,ROLLER DIE AND FORMING,,4,8,United States Of America,
E001073,RS HUGHES,RS HUGHES COMPANY INC,,4,10,United States Of America,
E001074,RZ GROUP,RZ GROUP,,4,4,Sweden,
E001075,S B SIMPSON GROUP,S B SIMPSON GROUP,,4,8,Canada,
E001076,SAF,SAF,,4,8,France,
E001077,SANDFELD VÆRKTØJSMASKINER,SANDFELD VÆRKTØJSMASKINER,,4,8,Denmark,
E001078,SANTA ROSA SYSTEMS,SANTA ROSA SYSTEMS,,4,6,United States Of America,
E001079,SAPES,SAPES,,4,10,Romania,
E001080,SAVERA,SAVERA,,4,4,India,
E001081,SAWO,SAWO,,4,7,Finland,
E001082,SCHAFFER INDUSTRIAL FINISHING,SCHAFFER INDUSTRIAL FINISHING,,4,8,United States Of America,
E001083,SCHICK,SCHICK,,4,11,United States Of America,
E001084,SCHINDLER,SCHINDLER,,4,11,Switzerland,
E001085,SCHLAGE LOCK,SCHLAGE LOCK,,4,8,United States Of America,
E001086,SETINA MANUFACTURING,SETINA MANUFACTURING,,4,8,United States Of America,
E001087,SIDERFORGEROSSI GROUP,SIDERFORGEROSSI GROUP,,4,12,Italy,
E001088,SKYLINE ENGINEERED ALUMINUM,SKYLINE ENGINEERED ALUMINUM,,4,6,United States Of America,
E001089,SLABE MACHINE PRODUCTS,SLABE MACHINE PRODUCTS,,4,6,United States Of America,
E001090,SODRA,SODRA,,4,6,Sweden,
E001091,SOGEFI,SOGEFI,,4,9,China,
E001092,SPECIALTY BAR PRODUCTS,SPECIALTY BAR PRODUCTS,,4,6,United States Of America,
E001093,SPECIALTY STEEL TREATING,SPECIALTY STEEL TREATING,,4,13,United States Of America,
E001094,SPIRAX SARCO,SPIRAX SARCO,,4,6,England,
E001095,SSAB,SSAB,,4,7,Sweden,
E001096,SSP FITTINGS,SSP FITTINGS,,4,7,United States Of America,
E001097,STANDARD GREASES AND SPECIALITIES,STANDARD GREASES AND SPECIALITIES,,4,8,India,
E001098,STATES MANUFACTURING,STATES MANUFACTURING CORP,,4,10,United States Of America,
E001099,STEELTRATER,STEELTRATER,,4,12,Brazil,
E001100,STILMA,STILMA,,4,13,Italy,
E001101,STOCKHAM VALVE,STOCKHAM VALVE,,4,8,Northern Ireland,
E001102,SUZHOU MEIJIANLI,SUZHOU MEIJIANLI,,4,7,China,
E001103,T M B,T M B,,4,8,Italy,
E001104,T T V,T T V,,4,5,Italy,
E001105,TAKAMATSU TEISAN,TAKAMATSU TEISAN,,4,7,Japan,
E001106,TAM,TAM,,4,5,France,
E001107,TARTER,TARTER,,4,8,United States Of America,
E001108,TATE GLOBAL,TATE GLOBAL CORPORATION,,4,7,United States Of America,
E001109,TBT TIEFBOHRTECHNIK,TBT TIEFBOHRTECHNIK,,4,8,Germany,
E001110,TEMPERAPAR,TEMPERAPAR,,4,9,Brazil,
E001111,TIANJIN HENGZHAN,TIANJIN HENGZHAN,,4,7,China,
E001112,TIBERINA,TIBERINA,,4,13,Italy,
E001113,TITANX ENGINE COOLING,TITANX ENGINE COOLING,,4,7,Sweden,
E001114,TOYO INK AMERICA,TOYO INK AMERICA LLC,,4,7,United States Of America,
E001115,TRICORN,TRICORN,,4,10,United States Of America,
E001116,TSUBAKI GROUP,TSUBAKI GROUP,,4,7,Japan,
E001117,TWIN CITY POWDER COATING,TWIN CITY POWDER COATING,,4,6,United States Of America,
E001118,USIMETAL,USIMETAL,,4,5,Brazil,
E001119,UWE SCHEIBEL,UWE SCHEIBEL,,4,7,Germany,
E001120,VALIANT,VALIANT,,4,7,Canada,
E001121,VDL GROUP,VDL GROUP,,4,7,Netherlands,
E001122,VESTAS,VESTAS,,4,9,Denmark,
E001123,VILLARES,VILLARES,,4,15,Brazil,
E001124,VISY,VISY,,4,5,Australia,
E001329,HAVIS,HAVIS,,3,6,United States Of America,
E001330,HBT,HBT GMBH,,3,3,Germany,
E001331,HEICO GROUP,HEICO GROUP,,3,4,United States Of America,
E001332,HEISMANN DREHTECHNIK,HEISMANN DREHTECHNIK,,3,4,Germany,
E001333,HEITKAMP AND THUMANN GROUP,HEITKAMP AND THUMANN GROUP,,3,9,Germany,
E001334,HI TECMETAL,HI TECMETAL,,3,7,United States Of America,
E001335,HINDALCO,HINDALCO,,3,8,India,
E001336,HL BLACHFORD,HL BLACHFORD,,3,5,United States Of America,
E001337,HLI SOLUTIONS,HLI SOLUTIONS,,3,5,United States Of America,
E001338,HOGANAS,HOGANAS,,3,9,Sweden,
E001339,HOPKINS TOOLING,HOPKINS TOOLING,,3,6,United States Of America,
E001340,HORSE,HORSE,,3,3,,
E001341,HUGHES PARKER INDUSTRIES,HUGHES PARKER INDUSTRIES,,3,5,United States Of America,
E001342,HUMPHREY PRODUCTS,HUMPHREY PRODUCTS,,3,6,United States Of America,
E001343,HUNAN JIAYUE GROUP,HUNAN JIAYUE GROUP,,3,4,China,
E001344,HUSSMANN,HUSSMANN CORPORATION,,3,5,United States Of America,
E000090,APPLE RUBBER PRODUCTS,APPLE RUBBER PRODUCTS INC | Apple Rubber Products Inc | Apple rubber Products Inc,3.0,3,5,United States Of America,True
E000091,CARDINAL MANUFACTURING,CARDINAL MANUFACTURING | CARDINAL MANUFACTURING CO | Cardinal Manufacturing Co,3.0,3,4,United States Of America,True
E000092,FIRST METALS AND PLASTICS,FIRST METALS AND PLASTICS | FIRST METALS AND PLASTICS INC | First Metals and Plastics Inc,3.0,3,5,United States Of America,True
E000093,HORSCHEL BROTHERS PRECISION,HORSCHEL BROTHERS PRECISION | HORSCHEL BROTHERS PRECISION LLC | Horschel Brothers Precision,3.0,3,5,United States Of America,True
E000094,JIIC SALES,JIIC SALES | JIIC Sales | JIIC Sales LLC,3.0,3,6,United States Of America,True
E000095,NESBITT STEAM,NESBITT STEAM | NESBITT STEAM LLC | Nesbitt Steam LLC,3.0,3,5,United States Of America,True
E000096,OHIO CRANKSHAFT,OHIO CRANKSHAFT | OHIO CRANKSHAFT COMPANY | Ohio Crankshaft Company,3.0,3,8,United States Of America,True
E000097,PEAK ANALYSIS AUTOMATION,PEAK ANALYSIS AUTOMATION | Peak Analysis Automation | Peak Analysis Automation Inc,3.0,3,5,United States Of America,True
E000098,RBM MANUFACTURING,RBM MANUFACTURING | RBM MANUFACTURING INC | RBM Manufacturing Inc,3.0,3,4,United States Of America,True
E000099,RELINE,RELINE | Reline | Reline Inc,3.0,3,6,United States Of America,True
E000100,SKC,SKC | SKC Inc | Skc Inc,3.0,3,5,South Korea | United States Of America,True
E000101,SMOLIC MACHINE,SMOLIC MACHINE | SMOLIC MACHINE COMPANY | Smolic Machine Company,3.0,3,4,United States Of America,True
E000102,TITAN TOOL AND DIE,TITAN TOOL AND DIE | TITAN TOOL AND DIE INC | Titan Tool AND Die Inc,3.0,3,5,United States Of America,True
E000103,UNITED METAL FABRICATORS,UNITED METAL FABRICATORS | United Metal Fabricators | United Metal Fabricators Inc,3.0,3,6,United States Of America,True
E000104,A NOBEL EN ZN,A NOBEL EN ZN | A. NOBEL EN ZN.,2.0,3,6,Netherlands | United States Of America,True
E000105,AMERICAN HEAT TREATING,AMERICAN HEAT TREATING | American Heat Treating,2.0,3,5,United States Of America,False
E000106,ANGSTROM,ANGSTROM | Angstrom,2.0,3,8,United States Of America,False
E000107,AUTOMATION TOOL AND DIE,AUTOMATION TOOL AND DIE | Automation Tool and Die Inc,2.0,3,4,United States Of America,True
E000108,BALZER,BALZER INC | BALZER,2.0,3,5,United States Of America,True
E000109,BEARON,Bearon Corporation | BEARON,2.0,3,5,United States Of America,True
E000110,BECKMAN COULTER,BECKMAN COULTER INC | BECKMAN COULTER,2.0,3,6,United States Of America,True
E000111,BMG OF KANSAS,BMG OF KANSAS | BMG of Kansas,2.0,3,4,United States Of America,False
E000112,BOBCAT,BOBCAT COMPANY | BOBCAT,2.0,3,5,United States Of America,True
E000113,BONTAZ CENTRE,BONTAZ CENTRE | BONTAZ CENTRE SAS,2.0,3,4,France,True
E000114,BRASSCRAFT MANUFACTURING,BRASSCRAFT MANUFACTURING | Brasscraft Manufacturing,2.0,3,6,United States Of America,False
E000115,CAPCO,CAPCO | Capco Incorporated,2.0,3,7,United States Of America,True
E000116,CARNEGIE MELLON,CARNEGIE MELLON | Carnegie Mellon,2.0,3,6,United States Of America,False
E000117,CHAS SVEC,CHAS SVEC | CHAS SVEC INC,2.0,3,4,United States Of America,True
E000118,CHRISTENSEN ARMS,CHRISTENSEN ARMS | Christensen Arms,2.0,3,6,United States Of America,False
E000119,CNC PRECISION,CNC Precision | CNC PRECISION,2.0,3,5,United States Of America,False
E000120,CONTI,CONTI | CONTI CORPORATION,2.0,3,9,Italy | United States Of America,True
