Entity_1,Representative_1,Members_1,Countries_1,Ship_To_1,Entity_2,Representative_2,Members_2,Countries_2,Ship_To_2,Confidence,Combined_Name_Length,Ratio,Partial_Ratio,Token_Sort,Token_Set,Total_Ship_To
E004302,ADVANCED FORMING RESEARCH,ADVANCED FORMING RESEARCH,United States Of America,1,E004303,ADVANCED FORMING RESEARCH NMIS,ADVANCED FORMING RESEARCH - NMIS,,1,High,55,90.9,100.0,90.9,100.0,2
E008903,GLOBAL MANUFACTURING,GLOBAL MANUFACTURING,Australia,1,E008917,GLOBAL TEK MANUFACTURING,GLOBAL TEK MANUFACTURING,Puerto Rico,1,High,44,90.9,82.4,90.9,100.0,2
E008903,GLOBAL MANUFACTURING,GLOBAL MANUFACTURING,Australia,1,E009885,IAT GLOBAL MANUFACTURING,IAT Global Manufacturing,United States Of America,1,High,44,90.9,100.0,90.9,100.0,2
E010342,J J MACHINE,J J Machine,United States Of America,1,E010356,J N MACHINE,J&N MACHINE,,1,High,22,90.9,90.9,81.8,100.0,2
E011218,LARSON TOOL AND STAMPING,LARSON TOOL AND STAMPING,United States Of America,1,E011219,LARSON TOOL STAMPING,LARSON TOOL STAMPING,United States Of America,1,High,44,90.9,82.4,90.9,100.0,2
E013185,OAK ENGINEERING,OAK ENGINEERING,United Kingdom,1,E013450,OAK ENGINEERING CC,Oak Engineering CC,,1,High,33,90.9,100.0,90.9,100.0,2
E016722,TOOLEX FEMFELDOLGOZO,TOOLEX FEMFELDOLGOZO,,1,E016723,TOOLEX FEMFELDOLGOZO KFT,TOOLEX FEMFELDOLGOZO KFT,Hungary,1,High,44,90.9,100.0,90.9,100.0,2
E010056,INDUSTRIAL METAL PLATING,INDUSTRIAL METAL PLATING,United States Of America,1,E010057,INDUSTRIAL METAL PLATING SERV,INDUSTRIAL METAL PLATING SERV,United States Of America,1,High,53,90.6,100.0,90.6,100.0,2
E005128,AVK INDUSTRIAL PRODUCTS,AVK INDUSTRIAL PRODUCTS,United States Of America,1,E010059,INDUSTRIAL PRODUCTS,INDUSTRIAL PRODUCTS CO LLC,United States Of America,1,High,42,90.5,100.0,90.5,100.0,2
E007857,ENGINEERED PRODUCTS,ENGINEERED PRODUCTS,United States Of America,1,E010002,IMS ENGINEERED PRODUCTS,IMS ENGINEERED PRODUCTS LLC,United States Of America,1,High,42,90.5,100.0,90.5,100.0,2
E014875,ROYAL CANADIAN MINT,ROYAL CANADIAN MINT,Canada,1,E017039,THE ROYAL CANADIAN MINT,The Royal Canadian Mint,Canada,1,High,42,90.5,100.0,90.5,100.0,2
E016740,TORNERIA FERRAMOSCA,TORNERIA FERRAMOSCA,Italy,1,E016741,TORNERIA FERRAMOSCA SNC,TORNERIA FERRAMOSCA SNC,Italy,1,High,42,90.5,100.0,90.5,100.0,2
E006487,EX TEC INDUSTRIES,CO EX TEC INDUSTRIES,Canada,1,E016387,TEC INDUSTRIES,TEC INDUSTRIES,,1,High,31,90.3,100.0,90.3,100.0,2
E015262,SELDEN RIGGING,SELDEN RIGGING,United States Of America,1,E015263,SELDEN RIGGING AB,SELDEN RIGGING AB,Sweden,1,High,31,90.3,100.0,90.3,100.0,2
E005186,ALBA PRECISION MANUFACTURING,Alba Precision Manufacturing,,1,E014010,PRECISION MANUFACTURING,PRECISION MANUFACTURING,Thailand,1,High,51,90.2,100.0,90.2,100.0,2
E005452,BERTOLDO MECCANICA,BERTOLDO MECCANICA,Italy,1,E005453,BERTOLDO MECCANICA SNC,BERTOLDO MECCANICA SNC,Italy,1,High,40,90.0,100.0,90.0,100.0,2
E005469,BETTER ENGINEERING MFG,BETTER ENGINEERING MFG,United States Of America,1,E005862,BETTER ENGINEERING,Better Engineering,United States Of America,1,High,40,90.0,100.0,90.0,100.0,2
E006940,D K POWDER COATING,D & K POWDER COATING,,1,E006943,D AND K POWDER COATING,D AND K POWDER COATING,United States Of America,1,High,40,90.0,100.0,90.0,100.0,2
E010032,INDUCTION ENG SERVICES,INDUCTION ENG SERVICES,Malaysia,1,E010033,INDUCTION SERVICES,INDUCTION SERVICES,United States Of America,1,High,40,90.0,77.8,90.0,100.0,2
E010390,JAMES A MURPHY SON,JAMES A MURPHY & SON,,1,E010391,JAMES A MURPHY AND SON,JAMES A MURPHY AND SON,United States Of America,1,High,40,90.0,91.4,90.0,100.0,2
E010410,JANHVI ENTERPRISES,JANHVI ENTERPRISES,,1,E010411,JANHVI ENTERPRISES MWA,JANHVI ENTERPRISES MWA,,1,High,40,90.0,100.0,90.0,100.0,2
E015275,SEMPERFLEX OPTIMIT,SEMPERFLEX OPTIMIT,,1,E015276,SEMPERFLEX OPTIMIT SRO,SEMPERFLEX OPTIMIT SRO,Czech Republic,1,High,40,90.0,100.0,90.0,100.0,2
E010126,INNER MONGOLIA TAILONG,INNER MONGOLIA TAILONG,China,1,E010127,INNER MONGOLIA TAILONG PIPE,INNER MONGOLIA TAILONG PIPE,China,1,High,49,89.8,100.0,89.8,100.0,2
E011310,LEMVIGHMULLER,LEMVIGHMÜLLER,Denmark,1,E011436,LM LEMVIGHMULLER,LM LEMVIGHMULLER,Denmark,1,High,29,89.7,100.0,89.7,100.0,2
E017340,VARLEY HYDRAULICS,VARLEY HYDRAULICS,United Kingdom,1,E017341,VARLEY HYDRAULICS MWI,VARLEY HYDRAULICS LTD MWI,United Kingdom,1,High,38,89.5,100.0,89.5,100.0,2
E005328,BASIN ELECTRIC POWER,BASIN ELECTRIC POWER,United States Of America,1,E005329,BASIN ELECTRIC POWER COOP,BASIN ELECTRIC POWER COOP,United States Of America,1,High,45,88.9,100.0,88.9,100.0,2
E008602,FUNDICIONES Y MATRICERIA,FUNDICIONES Y MATRICERIA,Spain,1,E008617,FUYMA FUNDICIONES Y MATRICERIA,FUYMA FUNDICIONES Y MATRICERIA,Spain,1,High,54,88.9,100.0,88.9,100.0,2
E013659,PENINSULA SAWS WARRIEWOOD,PENINSULA SAWS WARRIEWOOD,,1,E013660,PENINSULA WARRIEWOOD,PENINSULA WARRIEWOOD,,1,High,45,88.9,75.0,88.9,100.0,2
E014969,RISK PREMIUM NA,Risk Premium NA,,1,E014971,RISK PREMIUM,Risk Premium SA,,1,High,27,88.9,100.0,88.9,100.0,2
E004072,A AND B PRECAST,A AND B PRECAST,United States Of America,1,E004073,A AND B PRECAST MFG,A AND B Precast Mfg LTD,United States Of America,1,High,34,88.2,100.0,88.2,100.0,2
E007908,EPP EURO PRESS PACK,EPP EURO PRESS PACK SPA,Italy,1,E008018,EURO PRESS PACK,EURO PRESS PACK SPA,Italy,1,High,34,88.2,100.0,88.2,100.0,2
E011124,L W ENGINEERING,L & W ENGINEERING,,1,E011132,L AND W ENGINEERING,L AND W ENGINEERING,United States Of America,1,High,34,88.2,96.6,88.2,100.0,2
E011470,LOMBARDI GIULIO,LOMBARDI GIULIO,Italy,1,E011471,LOMBARDI GIULIO SNC,LOMBARDI GIULIO SNC,Italy,1,High,34,88.2,100.0,88.2,100.0,2
E004349,AEROSPHERES,AEROSPHERES,England,1,E004350,AEROSPHERES UK,AEROSPHERES UK LTD,United Kingdom,1,High,25,88.0,100.0,88.0,100.0,2
E016316,TALLERES MECANICOS,TALLERES MECANICOS,Spain,1,E016319,TALLERES MECANICOS LERA,TALLERES MECANICOS LERA,Spain,1,High,41,87.8,100.0,87.8,100.0,2
E009406,HE YU INDUSTRIAL,HE YU INDUSTRIAL,Taiwan,1,E018021,YU YU INDUSTRIAL,YU YU INDUSTRIAL CO,Taiwan,1,High,32,87.5,93.3,81.2,100.0,2
E012260,METHODS MACHINE TOOLS FESTO,METHODS MACHINE TOOLS FESTO,United States Of America,1,E012713,METHODS MACHINE TOOLS,Methods Machine Tools,United States Of America,1,High,48,87.5,100.0,87.5,100.0,2
E014002,PRECISION GEAR,PRECISION GEAR,United States Of America,1,E015915,STD PRECISION GEAR,STD PRECISION GEAR,United States Of America,1,High,32,87.5,100.0,87.5,100.0,2
E015910,STATE PRINTING,STATE PRINTING,United States Of America,1,E016869,TRI STATE PRINTING,TRI STATE PRINTING,United States Of America,1,High,32,87.5,100.0,87.5,100.0,2
E017680,WESTERN SQUARE,WESTERN SQUARE,,1,E017681,WESTERN SQUARE IND,WESTERN SQUARE IND,United States Of America,1,High,32,87.5,100.0,87.5,100.0,2
E007034,DASHAN METAL TECHNOLOGY SHIP MW,DASHAN METAL TECHNOLOGY SHIP MW,,1,E018092,ZHEJIANG DASHAN METAL TECHNOLOGY SHIP MW,ZHEJIANG DASHAN METAL TECHNOLOGY SHIP MW,,1,High,71,87.3,100.0,87.3,100.0,2
E008810,GEORGE INDUSTRIES,GEORGE INDUSTRIES LLC,United States Of America,1,E008812,GEORGE RISK INDUSTRIES,GEORGE RISK INDUSTRIES,United States Of America,1,High,39,87.2,78.6,87.2,100.0,2
E012338,MID STATE MACHINE,MID STATE MACHINE,United States Of America,1,E012339,MID STATE MACHINE PUMP,MID STATE MACHINE PUMP,United States Of America,1,High,39,87.2,100.0,87.2,100.0,2
E014060,PRESSURE CAST PRODUCTS,PRESSURE CAST PRODUCTS,United States Of America,1,E014062,PRESSURE PRODUCTS,PRESSURE PRODUCTS,Australia,1,High,39,87.2,75.9,87.2,100.0,2
E010324,INTEX TOOLING TECHNOLOGIES,Intex Tooling Technologies,United States Of America,1,E017050,TOOLING TECHNOLOGIES,Tooling Technologies,United States Of America,1,High,46,87.0,100.0,87.0,100.0,2
E011033,KOVLAR PRECISION MANUFACTURING,KOVLAR PRECISION MANUFACTURING,United States Of America,1,E014010,PRECISION MANUFACTURING,PRECISION MANUFACTURING,Thailand,1,High,53,86.8,100.0,86.8,100.0,2
E004068,A E ANODIZING,A & E ANODIZING,United States Of America,1,E004074,A AND E ANODIZING,A AND E ANODIZING,United States Of America,1,High,30,86.7,96.0,86.7,100.0,2
E015816,SPINDEX PRECISION ENGINEERING,SPINDEX PRECISION ENGINEERING,,1,E015817,SPINDEX PRECISION ENGINEERING SHANGHAI,SPINDEX PRECISION ENGINEERING SHANGHAI,China,1,High,67,86.6,100.0,86.6,100.0,2
E011691,MACHINE PRODUCTS,MACHINE PRODUCTS,United States Of America,1,E013079,NOVA MACHINE PRODUCTS,NOVA MACHINE PRODUCTS,United States Of America,1,High,37,86.5,100.0,86.5,100.0,2
E011691,MACHINE PRODUCTS,MACHINE PRODUCTS,United States Of America,1,E014477,RAND MACHINE PRODUCTS,RAND MACHINE PRODUCTS,United States Of America,1,High,37,86.5,100.0,86.5,100.0,2
E017665,WEST ENGINEERING,WEST ENGINEERING CO INC,United States Of America,1,E017894,WEST RAND ENGINEERING,West Rand Engineering (Pty) Ltd,,1,High,37,86.5,85.7,86.5,100.0,2
E011701,MACHINING TECHNOLOGIES,MACHINING TECHNOLOGIES,United States Of America,1,E012690,MATRIX MACHINING TECHNOLOGIES,Matrix Machining Technologies,United States Of America,1,High,51,86.3,100.0,86.3,100.0,2
E017704,WH BLAKELEY INDUSTRIAL,WH BLAKELEY INDUSTRIAL,United States Of America,1,E017706,WH BLAKELEY INDUSTRIAL KNIVES,WH BLAKELEY INDUSTRIAL KNIVES,United States Of America,1,High,51,86.3,100.0,86.3,100.0,2
E011896,MARWOOD METAL FABRICATION,MARWOOD METAL FABRICATION,Canada,1,E011897,MARWOOD METAL FABRICATION PLANT 1,MARWOOD METAL FABRICATION PLANT 1,Canada,1,High,58,86.2,100.0,86.2,100.0,2
E011896,MARWOOD METAL FABRICATION,MARWOOD METAL FABRICATION,Canada,1,E011898,MARWOOD METAL FABRICATION PLANT 2,MARWOOD METAL FABRICATION PLANT 2,Canada,1,High,58,86.2,100.0,86.2,100.0,2
E011896,MARWOOD METAL FABRICATION,MARWOOD METAL FABRICATION,Canada,1,E011899,MARWOOD METAL FABRICATION PLANT 5,MARWOOD METAL FABRICATION PLANT 5,Canada,1,High,58,86.2,100.0,86.2,100.0,2
E004294,ADVANCED COATING SYSTEMS,ADVANCED COATING SYSTEMS INC,United States Of America,1,E004454,AL SAUD ADVANCED COATING SYSTEMS,AL SAUD ADVANCED COATING SYSTEMS,,1,High,56,85.7,100.0,85.7,100.0,2
E006442,CLENDENIN BROTHERS HOINT,CLENDENIN BROTHERS INC HOINT,United States Of America,1,E006443,CLENDENIN BROTHERS,CLENDENIN BROTHERS INCORPORATED,United States Of America,1,High,42,85.7,100.0,85.7,100.0,2
E006569,COMMONWEALTH OIL,COMMONWEALTH OIL,Australia,1,E006918,COMMONWEALTH,Commonwealth Inc,United States Of America,1,High,28,85.7,100.0,85.7,100.0,2
E006989,DAMIEN GRAVE,DAMIEN GRAVE,,1,E006990,DAMIEN GRAVE FOC,DAMIEN GRAVE - FOC,,1,High,28,85.7,100.0,85.7,100.0,2
E012578,MOUNTAIN TOP USA,MOUNTAIN TOP USA INC,United States Of America,1,E012737,MOUNTAIN TOP,Mountain Top,Thailand,1,High,28,85.7,100.0,85.7,100.0,2
E013036,NORTH AMERICAN STAINLESS,NORTH AMERICAN STAINLESS,United States Of America,1,E013037,NORTH AMERICAN STAINLESS KY QADV,NORTH AMERICAN STAINLESS KY QADV,United States Of America,1,High,56,85.7,100.0,85.7,100.0,2
E009208,H AND H MACHINE SHOP OF RAVENNA,H AND H Machine Shop of Ravenna,United States Of America,1,E009220,H AND H MACHINE RAVENNA,H and H Machine Ravenna,United States Of America,1,High,54,85.2,82.1,85.2,100.0,2
E011618,LWM PRECISION MACHINING,LWM PRECISION MACHINING,United States Of America,1,E011619,LWM PRECISION MACHINING AND MFG,LWM PRECISION MACHINING AND MFG,United States Of America,1,High,54,85.2,100.0,85.2,100.0,2
E012362,MIDWEST PRECISION MANUFACTURING,MIDWEST PRECISION MANUFACTURING,United States Of America,1,E014010,PRECISION MANUFACTURING,PRECISION MANUFACTURING,Thailand,1,High,54,85.2,100.0,85.2,100.0,2
E013235,OGX INDUSTRIAL SUPPLIES SDN BHD,OGX INDUSTRIAL SUPPLIES SDN BHD,Malaysia,1,E013236,OGX INDUSTRIAL SUPPLIES,OGX Industrial Supplies,,1,High,54,85.2,100.0,85.2,100.0,2
E015409,SHANGHAI UNITED ROLLING,SHANGHAI UNITED ROLLING,China,1,E015410,SHANGHAI UNITED ROLLING SHIP MW,SHANGHAI UNITED ROLLING SHIP MW,China,1,High,54,85.2,100.0,85.2,100.0,2
E013887,POLITRANS RUTA 40,POLITRANS RUTA 40,,1,E013888,POLITRANS RUTA 40 S L U,POLITRANS RUTA 40 S L U,Spain,1,High,40,85.0,100.0,85.0,100.0,2
E004381,AGRASEN ENGINEERING INDUSTRIES,AGRASEN ENGINEERING INDUSTRIES ,India,1,E004382,AGRASEN ENGINERING INDUSTRIES,AGRASEN ENGINERING INDUSTRIES,,1,High,59,98.3,96.6,98.3,98.3,2
E009122,GUANGZHOU SAINTSUN ZHONGJIAN,GUANGZHOU SAINTSUN ZHONGJIAN,,1,E009123,GUANGZHOU SAINTSUN ZHONGJIAN2,GUANGZHOU SAINTSUN ZHONGJIAN2,,1,High,57,98.2,100.0,98.2,98.2,2
E005529,BISON METAL TECHNOLOGIES,BISON METAL TECHNOLOGIES LLC,United States Of America,1,E005530,BISON METALS TECHNOLOGIES,BISON METALS TECHNOLOGIES LLC,United States Of America,1,High,49,98.0,95.8,98.0,98.0,2
E007221,DIE MOND MACHINE AND TOOL,DIE MOND MACHINE AND TOOL,Canada,1,E007232,DIEMOND MACHINE AND TOOL,DIEMOND MACHINE AND TOOL,United States Of America,1,High,49,98.0,95.8,81.6,98.0,2
E000573,TIMKEN,TIMKEN,United States Of America,48,E017044,TIMKEN S A,Timken S.A (Pty) Ltd,,1,Medium,16,75.0,100.0,75.0,100.0,49
E002590,GROUP,GROUP,United States Of America,2,E000590,C U GROUP,C&U GROUP,China,20,Medium,14,71.4,100.0,71.4,100.0,22
E000591,HNI GLOBAL,HNI GLOBAL,United States Of America,20,E008898,GLOBAL,GLOBAL,Italy,1,Medium,16,75.0,100.0,75.0,100.0,21
E000593,SFS INTEC,SFS INTEC,Switzerland,20,E010155,INTEC,INTEC,Germany,1,Medium,14,71.4,100.0,71.4,100.0,21
E000002,PENTAIR,PENTAIR | Pentair,United States Of America,17,E013676,PENTAIR WATER,PENTAIR WATER,United States Of America,1,Medium,20,70.0,100.0,70.0,100.0,18
E000650,SCHLUMBERGER,SCHLUMBERGER,United States Of America,10,E003543,SCHLUMBERGER OILFIELD,SCHLUMBERGER OILFIELD,,2,Medium,33,72.7,100.0,72.7,100.0,12
E000649,REXNORD,REXNORD,United States Of America,10,E003430,REGAL REXNORD,REGAL REXNORD,,2,Medium,20,70.0,100.0,70.0,100.0,12
E000006,JOHNSON CONTROLS,JOHNSON CONTROLS INC | Johnson Controls,United States Of America,10,E010614,JOHNSON CONTROLS ALBANY,JOHNSON CONTROLS ALBANY,,1,Medium,39,82.1,100.0,82.1,100.0,11
E000652,SHANGHAI YUANTUO,SHANGHAI YUANTUO,China,10,E015416,SHANGHAI YUANTUO GULF OIL,SHANGHAI YUANTUO GULF OIL,,1,Medium,41,78.0,100.0,78.0,100.0,11
E000016,ROLLER BEARING,ROLLER BEARING | ROLLER BEARING COMPANY,United States Of America,8,E001151,AMERICAN ROLLER BEARING,AMERICAN ROLLER BEARING,United States Of America,3,Medium,37,75.7,100.0,75.7,100.0,11
E000652,SHANGHAI YUANTUO,SHANGHAI YUANTUO,China,10,E015422,SHANGHAI YUANTUO WAIGAOQIAO,SHANGHAI YUANTUO WAIGAOQIAO,,1,Medium,43,74.4,100.0,74.4,100.0,11
E000652,SHANGHAI YUANTUO,SHANGHAI YUANTUO,China,10,E015415,SHANGHAI YUANTUO EZHOU POWER,SHANGHAI YUANTUO EZHOU POWER,,1,Medium,44,72.7,100.0,72.7,100.0,11
E000011,REIFENHAUSER GROUP,REIFENHAUSER GROUP | REIFENHÄUSER GROUP,Germany,9,E014959,REIFENHAUSER,Reifenhauser,Germany,1,Medium,30,80.0,100.0,80.0,100.0,10
E000713,LEROY SOMER,LEROY SOMER,France,7,E001465,MOTEURS LEROY SOMER,MOTEURS LEROY SOMER,,3,Medium,30,73.3,100.0,73.3,100.0,10
E000699,CASH ACCOUNT,CASH ACCOUNT,England,7,E002386,EURO CASH ACCOUNT,EURO CASH ACCOUNT,Ireland,2,Medium,29,82.8,100.0,82.8,100.0,9
E000689,METALCRAFT,Metalcraft,United States Of America,8,E007035,DATA METALCRAFT,DATA METALCRAFT INC,United States Of America,1,Medium,25,80.0,100.0,80.0,100.0,9
E000689,METALCRAFT,Metalcraft,United States Of America,8,E008895,GLENN METALCRAFT,GLENN METALCRAFT,United States Of America,1,Medium,26,76.9,100.0,76.9,100.0,9
E000689,METALCRAFT,Metalcraft,United States Of America,8,E005297,BANNER METALCRAFT,BANNER METALCRAFT,United States Of America,1,Medium,27,74.1,100.0,74.1,100.0,9
E000704,GARDNER DENVER,GARDNER DENVER,United States Of America,7,E008724,GARDNER DENVER NASH,GARDNER DENVER NASH,United States Of America,1,Medium,33,84.8,100.0,84.8,100.0,8
E000711,KANTO BUSSAN,KANTO BUSSAN CO,Japan,7,E011098,KANTO BUSSAN FUKUOKA,Kanto Bussan Fukuoka,,1,Medium,32,75.0,100.0,75.0,100.0,8
E000699,CASH ACCOUNT,CASH ACCOUNT,England,7,E006098,CASH ACCOUNTS,CASH ACCOUNTS,Canada,1,Medium,25,96.0,100.0,96.0,96.0,8
E000711,KANTO BUSSAN,KANTO BUSSAN CO,Japan,7,E011097,KANTO BUSAN,Kanto Busan,Japan,1,Medium,23,95.7,90.9,95.7,95.7,8
E000750,ELGIN FASTENERS GROUP,ELGIN FASTENERS GROUP,United States Of America,6,E008125,ELGIN FASTENERS,Elgin Fasteners,United States Of America,1,Medium,36,83.3,100.0,83.3,100.0,7
E000048,INDUSTRIAL TOOLING AND SUPPLY,Industrial Tooling and Supply | INDUSTRIAL TOOLING AND SUPPLY,United States Of America,5,E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,Medium,46,73.9,78.6,73.9,100.0,7
E000028,HUNAN XINJULI MACHINERY,HUNAN XINJULI MACHINERY | HUNAN XINJULI MACHINERY CO,China,6,E009751,HUNAN XINJULI,HUNAN XINJULI,China,1,Medium,36,72.2,100.0,72.2,100.0,7
E001022,LINCOLN ELECTRIC,LINCOLN ELECTRIC,United States Of America,4,E002893,LINCOLN ELECTRIC VENDI,LINCOLN ELECTRIC COMPANY VENDI,United States Of America,2,Medium,38,84.2,100.0,84.2,100.0,6
E000155,LS STARRETT,LS STARRETT | LS STARRETT COMPANY,United States Of America,3,E001608,STARRETT,STARRETT,United States Of America,3,Medium,19,84.2,100.0,84.2,100.0,6
E001061,PRECISION COMPONENTS,PRECISION COMPONENTS,United States Of America,4,E000495,STELLAR PRECISION COMPONENTS,STELLAR PRECISION COMPONENTS | Stellar Precision Components,United States Of America,2,Medium,48,83.3,100.0,83.3,100.0,6
E001061,PRECISION COMPONENTS,PRECISION COMPONENTS,United States Of America,4,E003351,PRECISION TUFTING COMPONENTS,PRECISION TUFTING COMPONENTS,United States Of America,2,Medium,48,83.3,76.5,83.3,100.0,6
E000043,BUTECH BLISS,BUTECH BLISS | BUTECH BLISS INC,United States Of America,5,E005824,BUTECH BLISS DR 6,BUTECH BLISS INC-DR 6,,1,Medium,29,82.8,100.0,82.8,100.0,6
E000118,CHRISTENSEN ARMS,CHRISTENSEN ARMS | Christensen Arms,United States Of America,3,E001221,CHRISTENSEN,CHRISTENSEN INC,United States Of America,3,Medium,27,81.5,100.0,81.5,100.0,6
E001192,BRDR CHRISTENSEN,BRDR CHRISTENSEN,Denmark,3,E001221,CHRISTENSEN,CHRISTENSEN INC,United States Of America,3,Medium,27,81.5,100.0,81.5,100.0,6
E000069,CRAIG WIRE PRODUCTS,CRAIG WIRE PRODUCTS | CRAIG WIRE PRODUCTS LLC,United States Of America,4,E000556,WIRE PRODUCTS,Wire Products | Wire Products Co,United States Of America,2,Medium,32,81.2,100.0,81.2,100.0,6
E000042,BLACKHAWK INDUSTRIAL,BLACKHAWK INDUSTRIAL | BlackHawk Industrial,United States Of America,5,E005549,BLACKHAWK INDUSTRIAL DE MEXICO,BLACKHAWK INDUSTRIAL DE MEXICO,,1,Medium,50,80.0,100.0,80.0,100.0,6
E000922,APEL EXTRUSIONS,APEL EXTRUSIONS,Canada,4,E000303,EXTRUSIONS,EXTRUSIONS | EXTRUSIONS INC,United States Of America,2,Medium,25,80.0,100.0,80.0,100.0,6
E000895,TRU TONE FINISHING,TRU TONE FINISHING,United States Of America,5,E016933,TRU TONE FINISHING LEXINGTON,TRU TONE FINISHING LEXINGTON,United States Of America,1,Medium,46,78.3,100.0,78.3,100.0,6
E000848,INGERSOLL RAND,INGERSOLL RAND,Ireland,5,E010116,INGERSOLL,INGERSOLL,United States Of America,1,Medium,23,78.3,100.0,78.3,100.0,6
E000878,PYROTEK,PYROTEK,United States Of America,5,E014272,PYROTEK USA,PYROTEK INC USA,United States Of America,1,Medium,18,77.8,100.0,77.8,100.0,6
E000975,GH GROUP,GH GROUP,Spain,4,E002590,GROUP,GROUP,United States Of America,2,Medium,13,76.9,100.0,76.9,100.0,6
E002590,GROUP,GROUP,United States Of America,2,E001074,RZ GROUP,RZ GROUP,Sweden,4,Medium,13,76.9,100.0,76.9,100.0,6
E000854,KLINGELNBERG,KLINGELNBERG,Germany,5,E010969,KLINGELNBERG AMERICA,KLINGELNBERG AMERICA INC,,1,Medium,32,75.0,100.0,75.0,100.0,6
E001049,NUOVA MECCANICA,NUOVA MECCANICA,Italy,4,E003009,MECCANICA,MECCANICA,Italy,2,Medium,24,75.0,100.0,75.0,100.0,6
E000825,DYNAMICS,DYNAMICS,Brazil,5,E006528,COLOR DYNAMICS,COLOR DYNAMICS INC,United States Of America,1,Medium,22,72.7,100.0,72.7,100.0,6
E000825,DYNAMICS,DYNAMICS,Brazil,5,E016212,STEEL DYNAMICS,Steel Dynamics,United States Of America,1,Medium,22,72.7,100.0,72.7,100.0,6
E000831,EXXON MOBIL,EXXON MOBIL,United States Of America,5,E008108,EXXONMOBIL,EXXONMOBIL,,1,Medium,21,95.2,90.0,95.2,95.2,6
E000985,HART AND COOLEY,HART AND COOLEY,United States Of America,4,E009359,HART COOLEY,HART & COOLEY,,1,Medium,26,84.6,77.8,84.6,100.0,5
E000937,CARLISLE,CARLISLE,United States Of America,4,E006048,CARLISLE IT,CARLISLE IT,United States Of America,1,Medium,19,84.2,100.0,84.2,100.0,5
E001089,SLABE MACHINE PRODUCTS,SLABE MACHINE PRODUCTS,United States Of America,4,E011691,MACHINE PRODUCTS,MACHINE PRODUCTS,United States Of America,1,Medium,38,84.2,100.0,84.2,100.0,5
E001067,RELIANCE WORLDWIDE,RELIANCE WORLDWIDE,Australia,4,E014603,RELIANCE WORLDWIDE CASTIN,RELIANCE WORLDWIDE CASTIN,,1,Medium,43,83.7,100.0,83.7,100.0,5
E000992,HORSBURGH AND SCOTT,HORSBURGH AND SCOTT,United States Of America,4,E009663,HORSBURGH AND SCOTT SERVICE,HORSBURGH AND SCOTT SERVICE,United States Of America,1,Medium,46,82.6,100.0,82.6,100.0,5
E000144,HTD MACHINING,HTD MACHINING COMPANY | HTD MACHINING,United States Of America,3,E001768,MACHINING,AG Machining Inc,United States Of America,2,Medium,22,81.8,100.0,81.8,100.0,5
E001430,MAS MECCANICA,MAS MECCANICA,Italy,3,E003009,MECCANICA,MECCANICA,Italy,2,Medium,22,81.8,100.0,81.8,100.0,5
E000195,TRATTAMENTI TERMICI,TRATTAMENTI TERMICI | TRATTAMENTI TERMICI SRL,Italy,3,E003846,TRATTAMENTI TERMICI MANTESSO,TRATTAMENTI TERMICI MANTESSO,Italy,2,Medium,47,80.9,100.0,80.9,100.0,5
E000956,DOW CHEMICAL,DOW CHEMICAL,United States Of America,4,E006897,CHEMICAL,Chemical Corporation,Wales,1,Medium,20,80.0,100.0,80.0,100.0,5
E001006,IZAR CUTTING TOOLS,IZAR CUTTING TOOLS,Spain,4,E010292,IZAR CUTTING TOOLS CONSIGNA,IZAR CUTTING TOOLS CONSIGNA,Spain,1,Medium,45,80.0,100.0,80.0,100.0,5
E001023,LINDAB,LINDAB,Sweden,4,E011397,LINDAB AS,LINDAB AS,Denmark,1,Medium,15,80.0,100.0,80.0,100.0,5
E001061,PRECISION COMPONENTS,PRECISION COMPONENTS,United States Of America,4,E013994,PRECISION COMPONENTS AUSTRALIA,PRECISION COMPONENTS AUSTRALIA,Australia,1,Medium,50,80.0,100.0,80.0,100.0,5
E001071,ROBINSON FIN,ROBINSON FIN,United States Of America,4,E014783,ROBINSON,ROBINSON,United States Of America,1,Medium,20,80.0,100.0,80.0,100.0,5
E001103,T M B,T M B,Italy,4,E016236,T T B,T T B,Italy,1,Medium,10,80.0,80.0,80.0,100.0,5
E000078,MACLEAN POWER SYSTEMS,MACLEAN POWER SYSTEMS | MacLean Power Systems,United States Of America,4,E011709,MACLEAN POWER SYSTEMS ALBSTR DIV,MACLEAN POWER SYSTEMS ALBSTR DIV,United States Of America,1,Medium,53,79.2,100.0,79.2,100.0,5
E001150,AMERICAN PRODUCTS,AMERICAN PRODUCTS,United States Of America,3,E001828,AMERICAN SECURITY PRODUCTS,AMERICAN SECURITY PRODUCTS,United States Of America,2,Medium,43,79.1,74.1,79.1,100.0,5
E001032,MAPAL,MAPAL,Germany,4,E014229,PT MAPAL,PT MAPAL,Indonesia,1,Medium,13,76.9,100.0,76.9,100.0,5
E001823,AMERICAN ENGINEERED PRODUCTS,AMERICAN ENGINEERED PRODUCTS,United States Of America,2,E001150,AMERICAN PRODUCTS,AMERICAN PRODUCTS,United States Of America,3,Medium,45,75.6,73.3,75.6,100.0,5
