Global Parent,Ship_To_Count,Row_Count,GP_Country,Normalized_GP,Normalization_Changed
TURBISEN,1,2,Spain,TURBISEN,False
TURBO SYSTEMS,1,2,United States Of America,TURBO SYSTEMS,False
TURBODEN,1,4,Italy,TURBODEN,False
TURBOPARTES Y SERVICIOS ESPECIALIZADOS,1,2,Mexico,TURBOPARTES Y SERVICIOS ESPECIALIZADOS,False
TURBOTECH MACHINING LLC,1,1,United States Of America,TURBOTECH MACHINING,True
TURBOTRON,1,2,Italy,TURBOTRON,False
TURKISH AEROSPACE INDUSTRIES,1,1,Turkey,TURKISH AEROSPACE INDUSTRIES,False
TURKIYE SISE VE CAM FABRIKALARI,1,2,Turkey,TURKIYE SISE VE CAM FABRIKALARI,False
TURNCORP,1,4,,TURNCORP,False
TURNCORP INC,1,2,United States Of America,TURNCORP,True
TURNER COATINGS,1,2,United States Of America,TURNER COATINGS,False
TURNER SUPPLY,1,2,United States Of America,TURNER SUPPLY,False
TURNING POINT,1,2,India,TURNING POINT,False
TURNKEY GROUP,1,2,Canada,TURNKEY GROUP,False
TURNMILL ENGINEERING,1,2,United Kingdom,TURNMILL ENGINEERING,False
TUZLA GERI DONUSUM,1,2,Turkey,TUZLA GERI DONUSUM,False
TVS,1,2,India,TVS,False
TVT DIE CASTING,1,1,United States Of America,TVT DIE CASTING,False
TW METALS,1,2,United States Of America,TW METALS,False
TWACHTMANN INDUSTRIES,1,2,United States Of America,TWACHTMANN INDUSTRIES,False
TWICKENHAM PLATING GROUP,1,2,United Kingdom,TWICKENHAM PLATING GROUP,False
TWIN DISC,1,1,United States Of America,TWIN DISC,False
TWINVAC INDUSTRIES PTE LTD,1,1,Singapore,TWINVAC INDUSTRIES PTE,True
TX FIXADORES INDUS,1,2,Brazil,TX FIXADORES INDUS,False
TXINGUDIKO ZERBITZUAKSERDE TXINGUDI,1,1,Spain,TXINGUDIKO ZERBITZUAKSERDE TXINGUDI,False
TYCHEM LLC,1,3,United States Of America,TYCHEM,True
TYDEN BROOKS,1,2,United States Of America,TYDEN BROOKS,False
TYLER GUN WORKS,1,2,United States Of America,TYLER GUN WORKS,False
TYLOK INTERNATIONAL,1,2,United States Of America,TYLOK INTERNATIONAL,False
TYNE AND WEAR ENGINEERS,1,2,United Kingdom,TYNE AND WEAR ENGINEERS,False
TYNE METROPOLITAN COLLEGE,1,2,United Kingdom,TYNE METROPOLITAN COLLEGE,False
Taipan Precision Inc,1,2,United States Of America,TAIPAN PRECISION,True
Taisei Kogyo,1,1,Japan,TAISEI KOGYO,False
Talladega Machinery AND Supply,1,1,United States Of America,TALLADEGA MACHINERY AND SUPPLY,False
Tamadai,1,1,Japan,TAMADAI,False
Target Precision,1,1,United States Of America,TARGET PRECISION,False
Taurus Stamping,1,2,Canada,TAURUS STAMPING,False
Tawan Forging Co Ltd,1,1,Thailand,TAWAN FORGING,True
TeT Szerszam,1,2,Hungary,TET SZERSZAM,False
Team Industries,1,1,,TEAM INDUSTRIES,False
TecCom,1,2,Germany,TECCOM,False
Technibilt LTD,1,1,United States Of America,TECHNIBILT,True
Technical Systems (Pty) Ltd,1,1,,TECHNICAL SYSTEMS,True
Technical Threads LLC,1,1,United States Of America,TECHNICAL THREADS,True
Technowire,1,2,United States Of America,TECHNOWIRE,False
Teckentrup Door Solutions,1,2,Germany,TECKENTRUP DOOR SOLUTIONS,False
Telecon LLC,1,1,United States Of America,TELECON,True
Templeton Gears & Engineering (Pty) COD,1,1,,TEMPLETON GEARS ENGINEERING COD,True
Tenneco,1,2,United States Of America,TENNECO,False
Tente Castor South Africa (Pty) Ltd,1,1,,TENTE CASTOR SOUTH AFRICA,True
Texas Speed and Performance,1,2,,TEXAS SPEED AND PERFORMANCE,False
Thai Metal Forging Co Ltd,1,1,Thailand,THAI METAL FORGING,True
The Auto Bolt Co,1,1,United States Of America,THE AUTO BOLT,True
The Auto Bolt Company,1,1,United States Of America,THE AUTO BOLT,True
The Christopher Stephen Corp,1,1,United States Of America,THE CHRISTOPHER STEPHEN,True
The Fred D Pfening Co Inc,1,2,United States Of America,THE FRED D PFENING,True
The Master Products Co,1,1,United States Of America,THE MASTER PRODUCTS,True
The Router Mill LLC,1,1,,THE ROUTER MILL,True
The Royal Canadian Mint,1,1,Canada,THE ROYAL CANADIAN MINT,False
Thermal Lube,1,1,United States Of America,THERMAL LUBE,False
Thermal Treatment Center,1,1,United States Of America,THERMAL TREATMENT CENTER,False
Thermedx LLC,1,2,,THERMEDX,True
Ti-Tamed (Pty) Ltd,1,1,,TI TAMED,True
Tianhao Enterprise Co Ltd,1,2,Taiwan,TIANHAO ENTERPRISE,True
TigerTools Kft,1,2,Hungary,TIGERTOOLS KFT,False
Timken S.A (Pty) Ltd,1,1,,TIMKEN S A,True
Tippman Arms Co LLC,1,1,United States Of America,TIPPMAN ARMS,True
Tippmann Arms Co LLC,1,1,United States Of America,TIPPMANN ARMS,True
Titan Tool AND Die Inc,1,2,United States Of America,TITAN TOOL AND DIE,True
Tomasz RogOż ZAKŁAD PRODUKCYJNOHANDLOWY DACH SYSTEM,1,2,Poland,TOMASZ ROGOZ ZAKŁAD PRODUKCYJNOHANDLOWY DACH SYSTEM,True
Tomoe Trading Co Ltd,1,1,Japan,TOMOE TRADING,True
Tonnard Mfg Corp,1,1,,TONNARD MFG,True
Toolbold Corporation,1,2,United States Of America,TOOLBOLD,True
Tooling Technologies,1,2,United States Of America,TOOLING TECHNOLOGIES,False
Tooling Technology,1,2,United States Of America,TOOLING TECHNOLOGY,False
Toolsouth Inc,1,1,,TOOLSOUTH,True
Top Notch Tool and Engr,1,1,United States Of America,TOP NOTCH TOOL AND ENGR,False
Touchdown Machining Inc,1,2,United States Of America,TOUCHDOWN MACHINING,True
Townley Manufacturing Co,1,2,United States Of America,TOWNLEY MANUFACTURING,True
Trace Engineering,1,1,United States Of America,TRACE ENGINEERING,False
Tramper Technology SA (Pty) Ltd,1,1,,TRAMPER TECHNOLOGY,True
Transor Filter,1,1,,TRANSOR FILTER,False
Trembly Tool Steels Inc,1,1,United States Of America,TREMBLY TOOL STEELS,True
TriState Pump Systems,1,2,United States Of America,TRISTATE PUMP SYSTEMS,False
Triangle Machine,1,1,United States Of America,TRIANGLE MACHINE,False
Trico Machine Products,1,2,United States Of America,TRICO MACHINE PRODUCTS,False
Trident South Africa (Pty) Ltd,1,1,,TRIDENT SOUTH AFRICA,True
Trifecta Tool and Engineering,1,2,,TRIFECTA TOOL AND ENGINEERING,False
Trillium Machine AND Tool,1,2,Canada,TRILLIUM MACHINE AND TOOL,False
Trimline Die Corporation,1,1,United States Of America,TRIMLINE DIE,True
Triple RPM Manufacturing,1,2,United States Of America,TRIPLE RPM MANUFACTURING,False
Triumph Actuation Systems LLC,1,1,United States Of America,TRIUMPH ACTUATION SYSTEMS,True
Troy Manufacturing Company Inc,1,1,United States Of America,TROY MANUFACTURING,True
True Gear AND Spline Ltd,1,2,Canada,TRUE GEAR AND SPLINE,True
True Turn Industries,1,2,United States Of America,TRUE TURN INDUSTRIES,False
Trueseal (Pty) Ltd (COD),1,1,,TRUESEAL COD,True
Trusty Cook,1,1,United States Of America,TRUSTY COOK,False
Tube Fab Roman Engineering,1,1,,TUBE FAB ROMAN ENGINEERING,False
Tube Methods Inc,1,2,,TUBE METHODS,True
Turbines Inc,1,2,United States Of America,TURBINES,True
Turn Bar (Pty) Ltd,1,1,,TURN BAR,True
Turn-Skill Engineering,1,1,,TURN SKILL ENGINEERING,True
Turnco Engineering t/a Protec Engineerin,1,1,,TURNCO ENGINEERING T A PROTEC ENGINEERIN,True
Turnco LLC,1,2,United States Of America,TURNCO,True
Turners Machining Specialties,1,2,United States Of America,TURNERS MACHINING SPECIALTIES,False
Turnstar Systems (Pty) Ltd,1,1,,TURNSTAR SYSTEMS,True
Turosi Pty Ltd,1,2,Australia,TUROSI,True
TÜV NORD,1,2,Germany,TUV NORD,True
U CHAIN SEMICONDUCTOR,1,1,,U CHAIN SEMICONDUCTOR,False
"U CHAIN SEMICONDUCTOR CO., LTC",1,1,,U CHAIN SEMICONDUCTOR LTC,True
U M C DIE CASTING CO LTD,1,1,Thailand,U M C DIE CASTING,True
U M I VOF,1,2,Belgium,U M I VOF,False
U P,1,3,,U P,False
U S DISTRIBUTING INC,1,2,United States Of America,U S DISTRIBUTING,True
U S SPECIALTY COLOR,1,2,United States Of America,U S SPECIALTY COLOR,False
UBELA,1,1,Spain,UBELA,False
UBES,1,2,Italy,UBES,False
UCASO,1,2,Spain,UCASO,False
UCB INC,1,2,United States Of America,UCB,True
UCEM SISTEMAS DE SEGURIDAD,1,1,Spain,UCEM SISTEMAS DE SEGURIDAD,False
UDUPI POWER,1,2,India,UDUPI POWER,False
UFS UTENSILI FILETTATORI,1,2,Italy,UFS UTENSILI FILETTATORI,False
UGITECH PESCHIERA NPCD,1,1,,UGITECH PESCHIERA NPCD,False
UGL OPERATIONS AND MAINTENANCE,1,1,Australia,UGL OPERATIONS AND MAINTENANCE,False
UGR EQUIPOS HIDRAULICOS,1,1,Spain,UGR EQUIPOS HIDRAULICOS,False
UGSI CHEMICAL FEED,1,2,United States Of America,UGSI CHEMICAL FEED,False
UHSC,1,2,,UHSC,False
UKAD,1,3,France,UKAD,False
ULBRICH,1,1,United States Of America,ULBRICH,False
ULBRICH PRECISION,1,2,United States Of America,ULBRICH PRECISION,False
ULERY RICHARD,1,1,United States Of America,ULERY RICHARD,False
ULMA FORJA - SECCIÓN MATRICERIA,1,1,,ULMA FORJA SECCION MATRICERIA,True
ULMA FORJA SECCION CORTE,1,1,,ULMA FORJA SECCION CORTE,False
ULSTRUP PLAST,1,2,Denmark,ULSTRUP PLAST,False
ULTIMATE OPTICAL,1,1,United States Of America,ULTIMATE OPTICAL,False
ULTRA METAL FINISHING,1,2,United States Of America,ULTRA METAL FINISHING,False
ULTRA PRECISION,1,1,United States Of America,ULTRA PRECISION,False
ULTRA TECH MACHINERY,1,2,United States Of America,ULTRA TECH MACHINERY,False
ULVEN FORGING,1,4,United States Of America,ULVEN FORGING,False
UMBRA CUSCINETTI,1,2,Italy,UMBRA CUSCINETTI,False
UMC INC,1,1,United States Of America,UMC,True
UMEC,1,1,Spain,UMEC,False
UMETA,1,2,Germany,UMETA,False
UMFORMTECHNIK STENDAL UTS,1,4,Germany,UMFORMTECHNIK STENDAL UTS,False
UMGRANSELE INDUSTRIMILJÖ,1,1,Sweden,UMGRANSELE INDUSTRIMILJO,True
UMICORE,1,2,Belgium,UMICORE,False
UNAI TELLERIA ARANGUREN,1,1,Spain,UNAI TELLERIA ARANGUREN,False
UNARCO MATERIAL HANDLING INC,1,1,United States Of America,UNARCO MATERIAL HANDLING,True
UNAX OFFSHORE,1,2,Spain,UNAX OFFSHORE,False
UNCONA,1,1,Spain,UNCONA,False
UNGARS FOOD PRODUCTS,1,2,United States Of America,UNGARS FOOD PRODUCTS,False
UNI CAST INC,1,2,United States Of America,UNI CAST,True
UNI2 SERVICIOS INTEGRALES SA,1,2,Spain,UNI2 SERVICIOS INTEGRALES,True
UNICA,1,1,Spain,UNICA,False
UNICAL AVIATION,1,2,United States Of America,UNICAL AVIATION,False
UNICAN OHIO,1,1,United States Of America,UNICAN OHIO,False
UNIDEX,1,2,Poland,UNIDEX,False
UNIFER 2000,1,2,Brazil,UNIFER 2000,False
UNIFIN INTERNATIONAL INC,1,1,Canada,UNIFIN INTERNATIONAL,True
UNIMACHINE,1,1,Thailand,UNIMACHINE,False
UNIMATIC,1,2,United States Of America,UNIMATIC,False
UNIMATIC INC,1,2,United States Of America,UNIMATIC,True
UNIMET,1,2,Germany,UNIMET,False
UNIMET JUSTYNA KLEPACZ,1,2,Poland,UNIMET JUSTYNA KLEPACZ,False
UNIMETAL SURFACE FINISHING,1,5,United States Of America,UNIMETAL SURFACE FINISHING,False
UNINAGE BERTHOLD,1,2,Canada,UNINAGE BERTHOLD,False
UNION CARBIDE CORPORATION,1,1,United States Of America,UNION CARBIDE,True
UNION THAI NIJIBAN,1,2,Thailand,UNION THAI NIJIBAN,False
UNIONAIRE,1,2,Egypt,UNIONAIRE,False
UNIPART GROUP AUSTRALIA PTY LTD,1,1,,UNIPART GROUP AUSTRALIA,True
UNIQUE HARDWARE CO,1,1,Singapore,UNIQUE HARDWARE,True
UNIQUE HOME DESIGNS,1,2,United States Of America,UNIQUE HOME DESIGNS,False
UNIQUE MACHINE,1,2,United States Of America,UNIQUE MACHINE,False
UNIQUE TOOL AND MFG CO INC,1,2,United States Of America,UNIQUE TOOL AND MFG,True
UNISIG DEEP DRILLING SYS ENTRUS,1,2,United States Of America,UNISIG DEEP DRILLING SYS ENTRUS,False
UNISYSTEM BAU,1,2,Hungary,UNISYSTEM BAU,False
UNITECH MASCHINEN,1,2,Germany,UNITECH MASCHINEN,False
UNITED ALLOY INC,1,2,,UNITED ALLOY,True
UNITED ARCHITECTURAL METALS,1,2,United States Of America,UNITED ARCHITECTURAL METALS,False
UNITED BIOMEDICAL SERVICES,1,2,United States Of America,UNITED BIOMEDICAL SERVICES,False
UNITED CAPS,1,1,Luxembourg,UNITED CAPS,False
UNITED CLEANING SERVICES,1,2,United States Of America,UNITED CLEANING SERVICES,False
UNITED DC ALUMINYUM,1,1,,UNITED DC ALUMINYUM,False
UNITED DIE,1,5,United States Of America,UNITED DIE,False
UNITED ENGINE AND MACHINE PISTON,1,1,United States Of America,UNITED ENGINE AND MACHINE PISTON,False
UNITED FILTERS,1,3,United States Of America,UNITED FILTERS,False
UNITED FOR FOUNDRIES,1,2,United States Of America,UNITED FOR FOUNDRIES,False
UNITED GEAR AND ASSY,1,1,United States Of America,UNITED GEAR AND ASSY,False
UNITED GRINDING,1,2,Switzerland,UNITED GRINDING,False
UNITED HOSPITAL SUPPLY CORP,1,2,United States Of America,UNITED HOSPITAL SUPPLY,True
UNITED INDUSTRIES,1,2,United States Of America,UNITED INDUSTRIES,False
UNITED INDUSTRIES INC,1,1,United States Of America,UNITED INDUSTRIES,True
UNITED METAL FABRICATORS,1,2,United States Of America,UNITED METAL FABRICATORS,False
UNITED METAL TECHNOLOGY,1,1,United States Of America,UNITED METAL TECHNOLOGY,False
UNITED QUALITY COOPERATIVE,1,2,United States Of America,UNITED QUALITY COOPERATIVE,False
UNITED STATES GYPSUM CO WEIRTON,1,6,United States Of America,UNITED STATES GYPSUM WEIRTON,True
UNITED TYRECRAFT,1,2,United States Of America,UNITED TYRECRAFT,False
UNITEK FEINMECHANIK,1,1,Germany,UNITEK FEINMECHANIK,False
UNITEQ,1,1,United States Of America,UNITEQ,False
UNITES STATES BULLET PROOFING,1,2,United States Of America,UNITES STATES BULLET PROOFING,False
UNITHERM ENGINEERS,1,1,India,UNITHERM ENGINEERS,False
UNITURN,1,1,,UNITURN,False
UNITURN KFT,1,2,Hungary,UNITURN KFT,False
UNIVERSAL,1,2,United States Of America,UNIVERSAL,False
UNIVERSAL COATING,1,2,United States Of America,UNIVERSAL COATING,False
UNIVERSAL CONTAINER SERVICES,1,1,United States Of America,UNIVERSAL CONTAINER SERVICES,False
UNIVERSAL DEVLIEG,1,2,United States Of America,UNIVERSAL DEVLIEG,False
UNIVERSAL FIBRE OPTICS,1,2,United Kingdom,UNIVERSAL FIBRE OPTICS,False
UNIVERSAL GRINDING,1,3,United States Of America,UNIVERSAL GRINDING,False
UNIVERSAL HIGHWAYS,1,2,United Kingdom,UNIVERSAL HIGHWAYS,False
UNIVERSAL MEDICAL RESOURCES,1,2,United States Of America,UNIVERSAL MEDICAL RESOURCES,False
UNIVERSAL METAL PRODUCTS,1,2,United States Of America,UNIVERSAL METAL PRODUCTS,False
UNIVERSAL TOOL AND DIE,1,1,United States Of America,UNIVERSAL TOOL AND DIE,False
UNIVERSAL TOOLS AND MANUFACTURING,1,2,United States Of America,UNIVERSAL TOOLS AND MANUFACTURING,False
UNIVERSIDAD DE CANTABRIA,1,2,Spain,UNIVERSIDAD DE CANTABRIA,False
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1,4,Mexico,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,False
UNIVERSITAT DES SAARLANDES,1,1,Germany,UNIVERSITAT DES SAARLANDES,False
UNIVERSITAT KASSEL,1,2,Germany,UNIVERSITAT KASSEL,False
UNIVERSITY OF BRIGHTON,1,2,United Kingdom,UNIVERSITY OF BRIGHTON,False
UNIVERSITY OF COLORADO JILA,1,1,United States Of America,UNIVERSITY OF COLORADO JILA,False
UNIVERSITY OF NOTTINGHAM,1,1,United Kingdom,UNIVERSITY OF NOTTINGHAM,False
UNIVERTICAL,1,2,United States Of America,UNIVERTICAL,False
UNLIMITED ELECTRO AUTOMATION,1,1,United States Of America,UNLIMITED ELECTRO AUTOMATION,False
UNLMACH MANUFACTURING,1,2,United States Of America,UNLMACH MANUFACTURING,False
UNNARYD MODELL,1,3,Sweden,UNNARYD MODELL,False
UNSW CANBERRA,1,2,Australia,UNSW CANBERRA,False
UP MACHINE AND ENGINEERING,1,2,United States Of America,UP MACHINE AND ENGINEERING,False
UPECA FLOWTECH,1,1,Malaysia,UPECA FLOWTECH,False
UPL,1,4,India,UPL,False
UPM,1,2,Finland,UPM,False
UPTON ENGINEERING AND MANUFACTURING,1,1,United States Of America,UPTON ENGINEERING AND MANUFACTURING,False
UPTON INDUSTRIES T/A CALLEMONDAH,1,1,,UPTON INDUSTRIES T A CALLEMONDAH,True
UPTURN INDUSTRIES INC,1,2,United States Of America,UPTURN INDUSTRIES,True
URANIE INTERNATIONAL,1,1,United States Of America,URANIE INTERNATIONAL,False
URBAN OSTERHOLM,1,1,United States Of America,URBAN OSTERHOLM,False
URBAN OSTERHOLM HOME NO CHARGES,1,1,Sweden,URBAN OSTERHOLM HOME NO CHARGES,False
URBIL ETXEGINTZAZKO MATERIALAKSL,1,2,Spain,URBIL ETXEGINTZAZKO MATERIALAKSL,False
URGENT DESIGN AND MANUFACTURING,1,2,United States Of America,URGENT DESIGN AND MANUFACTURING,False
URIBESALGO SA,1,2,Spain,URIBESALGO,True
URKO TOOLS,1,2,Spain,URKO TOOLS,False
UROLA SCOOPSLTDA,1,2,Spain,UROLA SCOOPSLTDA,False
URRESTARAZU METALWORKING SL,1,1,,URRESTARAZU METALWORKING SL,False
URS ENERGY AND CONSTRUCTION,1,2,United States Of America,URS ENERGY AND CONSTRUCTION,False
URS FEDERAL SERVICES,1,2,United States Of America,URS FEDERAL SERVICES,False
URSINO LAMIERE,1,2,Italy,URSINO LAMIERE,False
US BOLT MANUFACTURING,1,2,United States Of America,US BOLT MANUFACTURING,False
US CARGO SYSTEMS,1,2,United States Of America,US CARGO SYSTEMS,False
US Cargo Systems,1,1,,US CARGO SYSTEMS,False
US ENGINE VALVE WESTMINSTER,1,1,United States Of America,US ENGINE VALVE WESTMINSTER,False
US ENVIROCHEM,1,2,United States Of America,US ENVIROCHEM,False
US GYPSUM,1,2,United States Of America,US GYPSUM,False
US MACHINE,1,2,United States Of America,US MACHINE,False
US PIONEER,1,2,United States Of America,US PIONEER,False
US TECHNICAL CERAMICS INC,1,2,United States Of America,US TECHNICAL CERAMICS,True
US TECHNOLOGIES,1,2,United States Of America,US TECHNOLOGIES,False
USA ELECTRIC SUPPLY,1,1,United States Of America,USA ELECTRIC SUPPLY,False
USA HEAT TREATING INC,1,2,,USA HEAT TREATING,True
USA RARE EARTH MAGNETS,1,1,,USA RARE EARTH MAGNETS,False
USICOSTA,1,2,Brazil,USICOSTA,False
USINAGE CNC SOLUTECH,1,1,Canada,USINAGE CNC SOLUTECH,False
USINAGE M E W,1,3,Canada,USINAGE M E W,False
USINAGE ST LAURENT,1,2,Canada,USINAGE ST LAURENT,False
USINAGE SUPERIEUR,1,2,Canada,USINAGE SUPERIEUR,False
USINAGEM DE PETROLEO,1,1,Brazil,USINAGEM DE PETROLEO,False
USINAGEM WZ,1,2,Brazil,USINAGEM WZ,False
USIPLAST INC,1,3,Canada,USIPLAST,True
USIPROG,1,5,Canada,USIPROG,False
USNR JACKSONVILLE,1,2,United States Of America,USNR JACKSONVILLE,False
USTOOL GROUP CO MID STATEMACHINE,1,1,United States Of America,USTOOL GROUP MID STATEMACHINE,True
USŁUGI OSTRZENIA NARZEDZI,1,2,Poland,USŁUGI OSTRZENIA NARZEDZI,False
UTE AS PONTES,1,2,Spain,UTE AS PONTES,False
UTE ATLANTICA,1,1,Spain,UTE ATLANTICA,False
UTE BADAJOZ SUR,1,2,Spain,UTE BADAJOZ SUR,False
UTE DESALADORA HONAINE OM,1,4,Sweden,UTE DESALADORA HONAINE OM,False
UTE GUADALAJARA,1,2,Spain,UTE GUADALAJARA,False
UTE JARDINES BURGOS,1,1,Spain,UTE JARDINES BURGOS,False
UTE LOTE,1,1,Spain,UTE LOTE,False
UTE LOTE I SUR GAVIA,1,2,Spain,UTE LOTE I SUR GAVIA,False
UTE METRO BENTA BERRI,1,2,Spain,UTE METRO BENTA BERRI,False
UTE PLANTA RSU PINTO,1,2,Spain,UTE PLANTA RSU PINTO,False
UTE RM2,1,3,Spain,UTE RM2,False
UTE SIERRA DE GATA,1,1,Spain,UTE SIERRA DE GATA,False
UTE TALLERES TRIA AZVI,1,2,Spain,UTE TALLERES TRIA AZVI,False
UTE TMB ARRAIZ,1,1,Spain,UTE TMB ARRAIZ,False
UTE TRANSFERENCIAS,1,2,Spain,UTE TRANSFERENCIAS,False
UTE TRUJILLO,1,2,Spain,UTE TRUJILLO,False
UTE TUNEL PRADO,1,2,Spain,UTE TUNEL PRADO,False
UTE TUNELES DE URETAMENDI,1,4,Sweden,UTE TUNELES DE URETAMENDI,False
UTE URDINBIDE,1,2,Spain,UTE URDINBIDE,False
UTE VALDEBEBAS,1,2,Spain,UTE VALDEBEBAS,False
UTE VERTEDERO DE GARDELEGUI II,1,2,Spain,UTE VERTEDERO DE GARDELEGUI II,False
UTENSILERIA RONCHI,1,3,Italy,UTENSILERIA RONCHI,False
UTENSILERIA TECNICA,1,3,Italy,UTENSILERIA TECNICA,False
UTEX INDUSTRIES,1,2,United States Of America,UTEX INDUSTRIES,False
UTIL INDUSTRIES,1,1,Italy,UTIL INDUSTRIES,False
UTIMESA,1,1,Mexico,UTIMESA,False
UTIPLAS,1,1,India,UTIPLAS,False
UTRACON OVERSEAS PTE LTD,1,2,Singapore,UTRACON OVERSEAS PTE,True
UVB TECHNIK,1,1,,UVB TECHNIK,False
UWE STEINGROSS FEINMECHANIK,1,2,Germany,UWE STEINGROSS FEINMECHANIK,False
Ultra Machine Sales Co Ltd,1,2,Canada,ULTRA MACHINE SALES,True
Ultra-Flow SA CC,1,1,,ULTRA FLOW CC,True
Union Electric BU,1,2,United States Of America,UNION ELECTRIC BU,False
Unison Ind Dayton Elano,1,2,United States Of America,UNISON IND DAYTON ELANO,False
United Gear and ASSY,1,1,,UNITED GEAR AND ASSY,False
United Metal Fabricators,1,2,,UNITED METAL FABRICATORS,False
United Metal Fabricators Inc,1,2,United States Of America,UNITED METAL FABRICATORS,True
Univ of Tennessee Space Inst,1,2,United States Of America,UNIV OF TENNESSEE SPACE INST,False
Universal Heat Treating,1,2,United States Of America,UNIVERSAL HEAT TREATING,False
Universal Metal Products,1,1,United States Of America,UNIVERSAL METAL PRODUCTS,False
University Quebec,1,1,Canada,UNIVERSITY QUEBEC,False
University Swaging Corp,1,1,United States Of America,UNIVERSITY SWAGING,True
Urgent EDM Solutions,1,2,United States Of America,URGENT EDM SOLUTIONS,False
Usinage Multiconcept Inc,1,2,Canada,USINAGE MULTICONCEPT,True
Utilicon Engineered Precast,1,2,United States Of America,UTILICON ENGINEERED PRECAST,False
V K CONTAINE,1,2,India,V K CONTAINE,False
V M S,1,1,Italy,V M S,False
V T I VINDERUPTRÆINDUSTRI,1,1,Denmark,V T I VINDERUPTRÆINDUSTRI,False
V TECH INDUSTRIE,1,1,France,V TECH INDUSTRIE,False
V TIMBER,1,1,Italy,V TIMBER,False
V1 OILTEC CO,1,2,South Korea,V1 OILTEC,True
VAC AERO INTERNATIONAL,1,2,Canada,VAC AERO INTERNATIONAL,False
VAC AERO INTERNATIONAL INC,1,2,Canada,VAC AERO INTERNATIONAL,True
VAC AERO INTERNATIONAL INC QUEBEC,1,1,Canada,VAC AERO INTERNATIONAL QUEBEC,True
VACECHI,1,2,Italy,VACECHI,False
VACIO Y TERMOQUIMICA DE NAVARRA,1,1,Spain,VACIO Y TERMOQUIMICA DE NAVARRA,False
VACUUM INDUSTRIAL PRODUCTS,1,2,United States Of America,VACUUM INDUSTRIAL PRODUCTS,False
VADATECH INC,1,1,United States Of America,VADATECH,True
VAGN PEDERSENS,1,3,Denmark,VAGN PEDERSENS,False
VAKUUM,1,2,Switzerland,VAKUUM,False
VAKUUM HOKEZELO,1,1,,VAKUUM HOKEZELO,False
VAL PRODUCTS INC,1,2,United States Of America,VAL PRODUCTS,True
VALBORMIDA,1,2,Italy,VALBORMIDA,False
VALBRUNA NORDIC AB,1,1,Sweden,VALBRUNA NORDIC AB,False
VALCO MANUFACTURING COMPANY,1,2,United States Of America,VALCO MANUFACTURING,True
VALE INDUSTRIES,1,1,United States Of America,VALE INDUSTRIES,False
VALEGRANDE INGENIERIASA,1,2,Spain,VALEGRANDE INGENIERIASA,False
VALENTIN MORALEDA,1,1,Spain,VALENTIN MORALEDA,False
VALFNAYI,1,2,Turkey,VALFNAYI,False
VALFSEL,1,2,Turkey,VALFSEL,False
VALLE DE ODIETA,1,1,Spain,VALLE DE ODIETA,False
VALLEY FORGE LAB,1,2,United States Of America,VALLEY FORGE LAB,False
VALLEY IND POWDER COATINGS,1,2,United States Of America,VALLEY IND POWDER COATINGS,False
VALLEY MACHINING CO,1,2,United States Of America,VALLEY MACHINING,True
VALLEY PLATING INC,1,2,United States Of America,VALLEY PLATING,True
VALLEY TECHNOLOGIES INCE,1,2,United States Of America,VALLEY TECHNOLOGIES INCE,False
VALLEY TOOL AND DIE,1,1,United States Of America,VALLEY TOOL AND DIE,False
VALLEY TOOL AND MANUFACTURING LLC,1,2,United States Of America,VALLEY TOOL AND MANUFACTURING,True
VALLEYCRAFT,1,2,United States Of America,VALLEYCRAFT,False
VALMAC,1,2,United States Of America,VALMAC,False
VALMEC,1,1,Australia,VALMEC,False
VALMECCANICA,1,2,Italy,VALMECCANICA,False
VALMIT,1,2,United States Of America,VALMIT,False
VALSPAR,1,2,United States Of America,VALSPAR,False
VALSTECH INC,1,2,United States Of America,VALSTECH,True
VALUE HEAT DANDENONG,1,2,,VALUE HEAT DANDENONG,False
VALUE HEAT TREATMENT,1,1,India,VALUE HEAT TREATMENT,False
VALUE TOOL AND ENGINEERING INC,1,1,United States Of America,VALUE TOOL AND ENGINEERING,True
VALUOFFICE PRODUCTS DIST,1,1,United States Of America,VALUOFFICE PRODUCTS DIST,False
VALVULAS ZUBI,1,1,Spain,VALVULAS ZUBI,False
VAMDRUP SMEDE,1,2,Denmark,VAMDRUP SMEDE,False
VAN DE WEERT HELMOND BV,1,2,Netherlands,VAN DE WEERT HELMOND,True
VAN DEN BERGS,1,2,Netherlands,VAN DEN BERGS,False
VAN DER VALK SYSTEMEN,1,2,Netherlands,VAN DER VALK SYSTEMEN,False
VAN DER WEKKEN GRAFISCHE MACHINES BV,1,2,Netherlands,VAN DER WEKKEN GRAFISCHE MACHINES,True
VAN DIJK GROEP,1,2,Netherlands,VAN DIJK GROEP,False
VAN DYKE ENGINEERING,1,1,United States Of America,VAN DYKE ENGINEERING,False
VAN GINKEL METAALBEWERKING,1,2,Netherlands,VAN GINKEL METAALBEWERKING,False
VAN HALTEREN,1,1,Netherlands,VAN HALTEREN,False
VAN HERK BV,1,2,Netherlands,VAN HERK,True
VAN OVERVELD,1,2,Netherlands,VAN OVERVELD,False
