Global Parent,Ship_To_Count,Row_Count,GP_Country,Normalized_GP,Normalization_Changed
GRAHAM MACHINELES AND SERVICES,4,6,Canada,GRAHAM MACHINELES AND SERVICES,False
GREAT LAKES DREDGE AND DOCK,4,8,United States Of America,GREAT LAKES DREDGE AND DOCK,False
GUHRING,4,9,Germany,GUHRING,False
HAGER,4,12,United States Of America,HAGER,False
HALL INDUSTRIES,4,6,United States Of America,HALL INDUSTRIES,False
HAMILTON MACHINE AND MANUFACTURING,4,7,United States Of America,HAMILTON MACHINE AND MANUFACTURING,False
HART AND COOLEY,4,9,United States Of America,HART AND COOLEY,False
HARTFORD FINISHING,4,8,United States Of America,HARTFORD FINISHING,False
HASSMANN,4,11,Brazil,HASSMANN,False
HEF GROUPE,4,6,France,HEF GROUPE,False
HI LIFE TOOLS,4,11,India,HI LIFE TOOLS,False
HOERBIGER,4,7,Switzerland,HOERBIGER,False
HOL-MAC CORPORATION,4,8,United States Of America,HOL MAC,True
HORSBURGH AND SCOTT,4,7,United States Of America,HORSBURGH AND SCOTT,False
HULTAFORS,4,10,Sweden,HULTAFORS,False
HUMANSCALE,4,7,United States Of America,HUMANSCALE,False
HYTROL CONVEYOR CO,4,10,United States Of America,HYTROL CONVEYOR,True
Houseknechts Precision Machine,4,7,United States Of America,HOUSEKNECHTS PRECISION MACHINE,False
IBRATEC,4,7,Brazil,IBRATEC,False
IG WATTEEUW INTERNATIONAL,4,4,Belgium,IG WATTEEUW INTERNATIONAL,False
INDELBROM,4,5,Brazil,INDELBROM,False
INDUSTRIAL POLISHING,4,6,United States Of America,INDUSTRIAL POLISHING,False
INDUSTRISLIBERIET,4,7,Sweden,INDUSTRISLIBERIET,False
INTERNATIONAL PAPER,4,6,United States Of America,INTERNATIONAL PAPER,False
IPCO,4,7,Sweden,IPCO,False
ITT ENGINEERED VALVES LLC,4,7,United States Of America,ITT ENGINEERED VALVES,True
ITW Metal Fasteners,4,4,United States Of America,ITW METAL FASTENERS,False
IZAR CUTTING TOOLS,4,4,Spain,IZAR CUTTING TOOLS,False
JACKSON GEAR COMPANY,4,5,United States Of America,JACKSON GEAR,True
JENNMAR,4,7,United States Of America,JENNMAR,False
JIANGSU HENGLI,4,6,China,JIANGSU HENGLI,False
JOHN CRANE,4,6,United States Of America,JOHN CRANE,False
JOY GLOBAL,4,6,United States Of America,JOY GLOBAL,False
KAMAX,4,7,Germany,KAMAX,False
KARSTEN MATHIASEN,4,9,Denmark,KARSTEN MATHIASEN,False
KAYS ENGINEERING,4,6,United States Of America,KAYS ENGINEERING,False
KOHLER,4,7,United States Of America,KOHLER,False
KOT ADDU POWER,4,6,Pakistan,KOT ADDU POWER,False
KRONES AG,4,7,Germany,KRONES,True
KUZNIA,4,6,Poland,KUZNIA,False
LABCONCO CORPORATION,4,7,United States Of America,LABCONCO,True
LENZE,4,6,Germany,LENZE,False
LEONARD MACHINE COMPANY,4,6,United States Of America,LEONARD MACHINE,True
LIBERTY HOUSE GROUP,4,5,England,LIBERTY HOUSE GROUP,False
LINCOLN ELECTRIC,4,7,United States Of America,LINCOLN ELECTRIC,False
LINDAB,4,7,Sweden,LINDAB,False
LINDBERG,4,12,Denmark,LINDBERG,False
LUBAIR AVIATION,4,6,England,LUBAIR AVIATION,False
LUNDBERGS PRESSGJUTERI,4,5,Sweden,LUNDBERGS PRESSGJUTERI,False
MAKITA,4,7,Japan,MAKITA,False
MALCON,4,12,Brazil,MALCON,False
MANDJ VALVE SERVICES,4,8,United States Of America,MANDJ VALVE SERVICES,False
MANILDRA GROUP,4,6,Australia,MANILDRA GROUP,False
MANOIR INDUSTRIES,4,6,France,MANOIR INDUSTRIES,False
MAPAL,4,6,Germany,MAPAL,False
MASTER LOCK,4,7,United States Of America,MASTER LOCK,False
MATCORMATSU,4,12,Canada,MATCORMATSU,False
MERCER MACHINE CO INC,4,6,United States Of America,MERCER MACHINE,True
METRA,4,10,France,METRA,False
MIC,4,8,Brazil,MIC,False
MITUTOYO,4,12,Japan,MITUTOYO,False
MOOG INC,4,9,United States Of America,MOOG,True
MSC AMAZONIA,4,7,Brazil,MSC AMAZONIA,False
MULTIMATIC,4,7,Canada,MULTIMATIC,False
MWI,4,6,United States Of America,MWI,False
Mueller Co LLC,4,9,United States Of America,MUELLER,True
MÖRRUMS FINMEKANO,4,9,Sweden,MORRUMS FINMEKANO,True
NARMCO GROUP,4,8,Canada,NARMCO GROUP,False
NASH,4,7,Brazil,NASH,False
NOLAB,4,9,Sweden,NOLAB,False
NORTHROP GRUMMAN,4,6,United States Of America,NORTHROP GRUMMAN,False
NUOVA MECCANICA,4,15,Italy,NUOVA MECCANICA,False
OFFICINE VICA,4,8,Italy,OFFICINE VICA,False
OLIVER TECHNOLOGIES,4,6,United States Of America,OLIVER TECHNOLOGIES,False
OSBORN INTERNATIONAL,4,10,United States Of America,OSBORN INTERNATIONAL,False
OUTILLAGE MAGAFOR,4,4,France,OUTILLAGE MAGAFOR,False
PACE INDUSTRIES,4,6,United States Of America,PACE INDUSTRIES,False
PARKER TRUTEC,4,7,United States Of America,PARKER TRUTEC,False
PHILIPS,4,7,,PHILIPS,False
PISA,4,6,Italy,PISA,False
PIT INDUSTRIAL,4,8,United States Of America,PIT INDUSTRIAL,False
POCLAIN,4,7,France,POCLAIN,False
POSSEHL ELECTRONICS,4,5,Germany,POSSEHL ELECTRONICS,False
PRECISION COMPONENTS,4,6,United States Of America,PRECISION COMPONENTS,False
PRECOR,4,8,United States Of America,PRECOR,False
PROLINE COATING,4,6,United States Of America,PROLINE COATING,False
QUALITY TOOLS & SERVICES INC,4,7,,QUALITY TOOLS SERVICES,True
R AND J Cylinder AND Machine Inc,4,7,United States Of America,R AND J CYLINDER AND MACHINE,True
R CLAVERIA,4,4,Spain,R CLAVERIA,False
REGAL WARE,4,7,United States Of America,REGAL WARE,False
RELIANCE WORLDWIDE,4,5,Australia,RELIANCE WORLDWIDE,False
RENOLD,4,9,England,RENOLD,False
RILEY GEAR,4,6,United States Of America,RILEY GEAR,False
RJC MANUFACTURING SERVICES,4,8,United States Of America,RJC MANUFACTURING SERVICES,False
ROBINSON FIN,4,6,United States Of America,ROBINSON FIN,False
ROLLER DIE AND FORMING,4,8,United States Of America,ROLLER DIE AND FORMING,False
RS HUGHES COMPANY INC,4,10,United States Of America,RS HUGHES,True
RZ GROUP,4,4,Sweden,RZ GROUP,False
S B SIMPSON GROUP,4,8,Canada,S B SIMPSON GROUP,False
SAF,4,8,France,SAF,False
SANDFELD VÆRKTØJSMASKINER,4,8,Denmark,SANDFELD VÆRKTØJSMASKINER,False
SANTA ROSA SYSTEMS,4,6,United States Of America,SANTA ROSA SYSTEMS,False
SAPES,4,10,Romania,SAPES,False
SAVERA,4,4,India,SAVERA,False
SAWO,4,7,Finland,SAWO,False
SCHAFFER INDUSTRIAL FINISHING,4,8,United States Of America,SCHAFFER INDUSTRIAL FINISHING,False
SCHICK,4,11,United States Of America,SCHICK,False
SCHINDLER,4,11,Switzerland,SCHINDLER,False
SCHLAGE LOCK,4,8,United States Of America,SCHLAGE LOCK,False
SETINA MANUFACTURING,4,8,United States Of America,SETINA MANUFACTURING,False
SIDERFORGEROSSI GROUP,4,12,Italy,SIDERFORGEROSSI GROUP,False
SKYLINE ENGINEERED ALUMINUM,4,6,United States Of America,SKYLINE ENGINEERED ALUMINUM,False
SLABE MACHINE PRODUCTS,4,6,United States Of America,SLABE MACHINE PRODUCTS,False
SODRA,4,6,Sweden,SODRA,False
SOGEFI,4,9,China,SOGEFI,False
SPECIALTY BAR PRODUCTS,4,6,United States Of America,SPECIALTY BAR PRODUCTS,False
SPECIALTY STEEL TREATING,4,13,United States Of America,SPECIALTY STEEL TREATING,False
SPIRAX SARCO,4,6,England,SPIRAX SARCO,False
SSAB,4,7,Sweden,SSAB,False
SSP FITTINGS,4,7,United States Of America,SSP FITTINGS,False
STANDARD GREASES AND SPECIALITIES,4,8,India,STANDARD GREASES AND SPECIALITIES,False
STATES MANUFACTURING CORP,4,10,United States Of America,STATES MANUFACTURING,True
STEELTRATER,4,12,Brazil,STEELTRATER,False
STILMA,4,13,Italy,STILMA,False
STOCKHAM VALVE,4,8,Northern Ireland,STOCKHAM VALVE,False
SUZHOU MEIJIANLI,4,7,China,SUZHOU MEIJIANLI,False
T M B,4,8,Italy,T M B,False
T T V,4,5,Italy,T T V,False
TAKAMATSU TEISAN,4,7,Japan,TAKAMATSU TEISAN,False
TAM,4,5,France,TAM,False
TARTER,4,8,United States Of America,TARTER,False
TATE GLOBAL CORPORATION,4,7,United States Of America,TATE GLOBAL,True
TBT TIEFBOHRTECHNIK,4,8,Germany,TBT TIEFBOHRTECHNIK,False
TEMPERAPAR,4,9,Brazil,TEMPERAPAR,False
TIANJIN HENGZHAN,4,7,China,TIANJIN HENGZHAN,False
TIBERINA,4,13,Italy,TIBERINA,False
TITANX ENGINE COOLING,4,7,Sweden,TITANX ENGINE COOLING,False
TOYO INK AMERICA LLC,4,7,United States Of America,TOYO INK AMERICA,True
TRANSOR FILTER,4,7,United States Of America,TRANSOR FILTER,False
TRICORN,4,10,United States Of America,TRICORN,False
TSUBAKI GROUP,4,7,Japan,TSUBAKI GROUP,False
TWIN CITY POWDER COATING,4,6,United States Of America,TWIN CITY POWDER COATING,False
USIMETAL,4,5,Brazil,USIMETAL,False
UWE SCHEIBEL,4,7,Germany,UWE SCHEIBEL,False
VALIANT,4,7,Canada,VALIANT,False
VDL GROUP,4,7,Netherlands,VDL GROUP,False
VESTAS,4,9,Denmark,VESTAS,False
VILLARES,4,15,Brazil,VILLARES,False
VISY,4,5,Australia,VISY,False
Vallen,4,6,United States Of America,VALLEN,False
WABTEC CORPORATION,4,10,United States Of America,WABTEC,True
WALLWORK GROUP,4,5,England,WALLWORK GROUP,False
WALSH VMI,4,9,Ireland,WALSH VMI,False
WASHITA VALLEY ENTERPRISES,4,4,United States Of America,WASHITA VALLEY ENTERPRISES,False
WEG,4,9,,WEG,False
WIPRO ENTERPRISE,4,10,India,WIPRO ENTERPRISE,False
WOLSELEY INDUSTRIAL,4,8,United States Of America,WOLSELEY INDUSTRIAL,False
Worthington Enterprises Inc,4,7,United States Of America,WORTHINGTON ENTERPRISES,True
YANFENG,4,8,China,YANFENG,False
ZEUS,4,6,United States Of America,ZEUS,False
Zippo Manufacturing Company,4,5,United States Of America,ZIPPO MANUFACTURING,True
274 GORMAN CLEARWATER,3,6,United States Of America,274 GORMAN CLEARWATER,False
2CM INNOVATIVE MACHINERY,3,5,Canada,2CM INNOVATIVE MACHINERY,False
A TEKNIK,3,6,Sweden,A TEKNIK,False
AB METAL CASTERS,3,6,United States Of America,AB METAL CASTERS,False
ACCROTOOL,3,7,United States Of America,ACCROTOOL,False
ACCURATE ANODIZING,3,6,United States Of America,ACCURATE ANODIZING,False
ACME,3,5,United States Of America,ACME,False
ACRODYNE MANUFACTURING,3,7,United States Of America,ACRODYNE MANUFACTURING,False
ACS GROUP,3,5,Spain,ACS GROUP,False
ADVANCED ENGINEERING AUSTRALIA,3,3,Australia,ADVANCED ENGINEERING AUSTRALIA,False
AESCULAP,3,5,Germany,AESCULAP,False
AGCO,3,5,United States Of America,AGCO,False
AGRATI,3,5,Italy,AGRATI,False
AKG GROUP,3,8,Germany,AKG GROUP,False
AKK INDUSTRI,3,8,Turkey,AKK INDUSTRI,False
ALFA LAVAL INC,3,7,Sweden,ALFA LAVAL,True
ALLIANCE LAUNDRY SYSTEMS,3,10,United States Of America,ALLIANCE LAUNDRY SYSTEMS,False
ALLOY ENGINEERING,3,4,United States Of America,ALLOY ENGINEERING,False
ALPENTECH SAS,3,4,France,ALPENTECH,True
AMANDUS KAHL,3,8,Germany,AMANDUS KAHL,False
AMERICAN PRODUCTS,3,6,United States Of America,AMERICAN PRODUCTS,False
AMERICAN ROLLER BEARING,3,5,United States Of America,AMERICAN ROLLER BEARING,False
AMERICAN STRUCTURE AND DESIGN,3,5,United States Of America,AMERICAN STRUCTURE AND DESIGN,False
AMS,3,6,United States Of America,AMS,False
AMT,3,6,United States Of America,AMT,False
ANCA MANUFACTURING,3,4,Australia,ANCA MANUFACTURING,False
ANDERSON PRECISION,3,6,United States Of America,ANDERSON PRECISION,False
ANEL CORPORATION,3,6,Japan,ANEL,True
AOI TECHNO,3,6,Japan,AOI TECHNO,False
APPLIED INDUSTRIAL,3,5,United States Of America,APPLIED INDUSTRIAL,False
ARATZ,3,3,Spain,ARATZ,False
ARNOLDS METAL FINISHING,3,8,United States Of America,ARNOLDS METAL FINISHING,False
ATA TOOLS GROUP,3,7,India,ATA TOOLS GROUP,False
ATLANTIC FLUID TECH,3,4,Italy,ATLANTIC FLUID TECH,False
ATLAS MACHINE,3,6,United States Of America,ATLAS MACHINE,False
AVS GROUP,3,4,Russian Federation,AVS GROUP,False
AXON CABLE,3,4,United States Of America,AXON CABLE,False
Acme Industrial Fabrication,3,6,United States Of America,ACME INDUSTRIAL FABRICATION,False
BACKER EHP,3,6,Sweden,BACKER EHP,False
BAOWU GROUP,3,7,China,BAOWU GROUP,False
BARON CUTTING TOOLS,3,6,United States Of America,BARON CUTTING TOOLS,False
BASIC CARBIDE,3,10,United States Of America,BASIC CARBIDE,False
BASS PRO,3,7,United States Of America,BASS PRO,False
BAT,3,8,United States Of America,BAT,False
BAUMANN GMBH,3,6,Germany,BAUMANN,True
BB and H Tool Company,3,3,United States Of America,BB AND H TOOL,True
BCW ENGINEERING,3,5,United States Of America,BCW ENGINEERING,False
BECK INDUSTRIES,3,5,United States Of America,BECK INDUSTRIES,False
BECK MANUFACTURING,3,6,United States Of America,BECK MANUFACTURING,False
BELDALS MASKINVÆRKSTED,3,7,Denmark,BELDALS MASKINVÆRKSTED,False
BELDEN HIRSCHMAN INDUSTRIAL,3,7,United States Of America,BELDEN HIRSCHMAN INDUSTRIAL,False
BELL MFG,3,4,United States Of America,BELL MFG,False
BENDIX,3,8,United States Of America,BENDIX,False
BEVEGO BYGGPLÅT & VENTILATION,3,9,Sweden,BEVEGO BYGGPLAT VENTILATION,True
BIESSE,3,11,Italy,BIESSE,False
BILCO TOOLS,3,7,United States Of America,BILCO TOOLS,False
BILMAR CNC,3,7,United States Of America,BILMAR CNC,False
BKJ ENGINEERING,3,5,Thailand,BKJ ENGINEERING,False
BOBALEE HYDRAULICS,3,6,United States Of America,BOBALEE HYDRAULICS,False
BONOMI,3,12,Italy,BONOMI,False
BONOR,3,4,Brazil,BONOR,False
BORA,3,11,Italy,BORA,False
BOTEK PRAZISIONSBOHR,3,5,Germany,BOTEK PRAZISIONSBOHR,False
BPN TRANSMISSOES,3,5,Brazil,BPN TRANSMISSOES,False
BRASKEM,3,6,Brazil,BRASKEM,False
BRASPAR,3,5,Brazil,BRASPAR,False
BRAY CONTROLS,3,5,United States Of America,BRAY CONTROLS,False
BRDR CHRISTENSEN,3,6,Denmark,BRDR CHRISTENSEN,False
BRISTOL COMPRESSORS,3,6,United States Of America,BRISTOL COMPRESSORS,False
BROSON,3,7,Sweden,BROSON,False
BRUSCHI,3,10,United States Of America,BRUSCHI,False
Brown CNC Machining Inc,3,4,United States Of America,BROWN CNC MACHINING,True
C C N,3,4,Italy,C C N,False
C I M I,3,5,Brazil,C I M I,False
CALCINOR,3,3,Spain,CALCINOR,False
CALDER POWDER COATERS,3,6,United States Of America,CALDER POWDER COATERS,False
CANFOUR INDUSTRIAL SUPPLIES,3,5,Canada,CANFOUR INDUSTRIAL SUPPLIES,False
CANIMEX,3,6,Canada,CANIMEX,False
CANMEC,3,6,Canada,CANMEC,False
CAP PRODUCTS,3,6,Canada,CAP PRODUCTS,False
CAPI GROUP,3,6,Italy,CAPI GROUP,False
CAPITAL INDUSTRIAL,3,6,India,CAPITAL INDUSTRIAL,False
CARAGH PRECISION,3,6,Ireland,CARAGH PRECISION,False
CARDINAL ALUMINUM,3,5,United States Of America,CARDINAL ALUMINUM,False
CARGOTEC,3,4,Finland,CARGOTEC,False
CARRARO GROUP,3,10,Italy,CARRARO GROUP,False
CATERPILLAR,3,6,United States Of America,CATERPILLAR,False
CCL INDUSTRIES,3,6,Canada,CCL INDUSTRIES,False
CDS JOHN BLUE,3,6,Brazil,CDS JOHN BLUE,False
CETTO,3,6,Germany,CETTO,False
CHAPIN MANUFACTURING,3,6,United States Of America,CHAPIN MANUFACTURING,False
CHARLES JONES INDUSTRIAL,3,7,Canada,CHARLES JONES INDUSTRIAL,False
CHARTER MANUFACTURING,3,8,United States Of America,CHARTER MANUFACTURING,False
CHEDDITE FRANCE,3,4,France,CHEDDITE FRANCE,False
CHINA AVIATION,3,4,China,CHINA AVIATION,False
CHIRON,3,7,Germany,CHIRON,False
CHRISTENSEN INC,3,6,United States Of America,CHRISTENSEN,True
CIMA,3,6,Italy,CIMA,False
CLAUDIO CALDANA,3,9,Italy,CLAUDIO CALDANA,False
CLEVELAND DIE AND MFG,3,6,United States Of America,CLEVELAND DIE AND MFG,False
CMF,3,13,Italy,CMF,False
CMG,3,7,Italy,CMG,False
CMT INDUSTRIAL SOLUTIONS,3,6,United States Of America,CMT INDUSTRIAL SOLUTIONS,False
CNC SPEEDWELL,3,6,United Kingdom,CNC SPEEDWELL,False
COMAR,3,11,Italy,COMAR,False
COMEC,3,11,Italy,COMEC,False
CONCOURS MOLD,3,6,United States Of America,CONCOURS MOLD,False
CONDUCTIX,3,6,Germany,CONDUCTIX,False
CONMA INDUSTRIES,3,3,Australia,CONMA INDUSTRIES,False
CONTINENTAL PARAFUSOS,3,5,Brazil,CONTINENTAL PARAFUSOS,False
COOK COMPRESSION,3,7,United States Of America,COOK COMPRESSION,False
COOK MEDICAL,3,6,United States Of America,COOK MEDICAL,False
COORSTEK,3,6,United States Of America,COORSTEK,False
CORE FAB PROJECTS ,3,5,India,CORE FAB PROJECTS,True
COX REELS,3,8,United States Of America,COX REELS,False
CQT KENNEDY MFG,3,4,United States Of America,CQT KENNEDY MFG,False
CRAIG WIRE PRODUCTS,3,9,United States Of America,CRAIG WIRE PRODUCTS,False
CREATIVE CHEMISTRY SOLUTIONS,3,6,Canada,CREATIVE CHEMISTRY SOLUTIONS,False
CROMWELL,3,6,Australia,CROMWELL,False
CROOM PRECISION,3,6,Ireland,CROOM PRECISION,False
CSS MANUFACTURING,3,4,United States Of America,CSS MANUFACTURING,False
CTC CHARLESTON,3,5,United States Of America,CTC CHARLESTON,False
CULLATI,3,5,Italy,CULLATI,False
Castrol,3,5,United States Of America,CASTROL,False
Conn Selmer Inc,3,6,United States Of America,CONN SELMER,True
Copeland Emerson,3,7,United States Of America,COPELAND EMERSON,False
DAIFUKU,3,3,Japan,DAIFUKU,False
DALFORSAN,3,7,Sweden,DALFORSAN,False
DANIELI,3,5,Italy,DANIELI,False
DAWN GORDON TRACTOR SERVICE,3,3,Canada,DAWN GORDON TRACTOR SERVICE,False
DELLNER HYDRATECH,3,7,Sweden,DELLNER HYDRATECH,False
DEMORE,3,7,Brazil,DEMORE,False
DEROME,3,6,Sweden,DEROME,False
DHL,3,5,Germany,DHL,False
DIAMONDBACK BARRELS,3,4,United States Of America,DIAMONDBACK BARRELS,False
DIBO,3,5,Italy,DIBO,False
DICASTAL,3,5,China,DICASTAL,False
DIDIMO ZANETTI GROUP,3,11,Italy,DIDIMO ZANETTI GROUP,False
DIE TECH INDUSTRIES,3,7,United States Of America,DIE TECH INDUSTRIES,False
DIETZMOTOREN,3,9,Germany,DIETZMOTOREN,False
DIFERRO,3,6,,DIFERRO,False
DPF ENGINEERING,3,8,Ireland,DPF ENGINEERING,False
DRESSER RAND,3,6,United States Of America,DRESSER RAND,False
DST CHEMICALS,3,5,Germany,DST CHEMICALS,False
DXP ENTERPRISES,3,6,United States Of America,DXP ENTERPRISES,False
DYSON CORPORATION,3,5,United States Of America,DYSON,True
Die Tech Tool and Die Inc,3,6,United States Of America,DIE TECH TOOL AND DIE,True
E P S,3,8,Italy,E P S,False
ECO ITALIA,3,5,,ECO ITALIA,False
EFFICIENT MACHINE PRODUCTS,3,4,United States Of America,EFFICIENT MACHINE PRODUCTS,False
EIKENHOUT,3,4,United States Of America,EIKENHOUT,False
EISENMANN,3,8,Germany,EISENMANN,False
ELECTRO STATIC CORP,3,5,United States Of America,ELECTRO STATIC,True
ELGAN,3,4,Germany,ELGAN,False
EMERSON,3,4,United States Of America,EMERSON,False
ENACERO,3,4,United States Of America,ENACERO,False
EPSILOG,3,3,France,EPSILOG,False
ESSEX Energy,3,4,Italy,ESSEX ENERGY,False
ESSEX INDUSTRIES,3,6,United States Of America,ESSEX INDUSTRIES,False
ESSILOR,3,4,France,ESSILOR,False
EURORICAMBI,3,5,Italy,EURORICAMBI,False
EVAPCO,3,5,United States Of America,EVAPCO,False
Ekets Group,3,3,Sweden,EKETS GROUP,False
F R ACCESSORIES,3,8,Italy,F R ACCESSORIES,False
FABRICATING EQUIPMENT COMPANY,3,4,United States Of America,FABRICATING EQUIPMENT,True
FABRYKA NARZEDZI FANAR,3,5,Poland,FABRYKA NARZEDZI FANAR,False
FCC,3,5,Japan,FCC,False
FELISAZ,3,3,France,FELISAZ,False
FERBE TOOLS,3,7,Sweden,FERBE TOOLS,False
FERG,3,3,Spain,FERG,False
FERGAS,3,7,Sweden,FERGAS,False
FESTO,3,5,Germany,FESTO,False
FINMEKANIK I SMÅLAND,3,7,Sweden,FINMEKANIK I SMALAND,True
FISCHER ENGINEERING COMPANY,3,6,United States Of America,FISCHER ENGINEERING,True
FLANCO ENGINEERING,3,6,Ireland,FLANCO ENGINEERING,False
FLASH INDUSTRIAL TECHNOLOGY,3,5,United States Of America,FLASH INDUSTRIAL TECHNOLOGY,False
FLEX MASTER,3,5,United States Of America,FLEX MASTER,False
FLLI,3,6,Italy,FLLI,False
FLUIDCARE,3,4,England,FLUIDCARE,False
FOC CISCATO,3,4,Italy,FOC CISCATO,False
FONDALPRESS,3,8,Italy,FONDALPRESS,False
FONDERIA SCARANELLO SRL,3,13,Italy,FONDERIA SCARANELLO,True
FORGES DE FRONCLES,3,6,France,FORGES DE FRONCLES,False
FORJA BAHIA,3,7,Brazil,FORJA BAHIA,False
FRAMING TECHNOLOGY,3,6,United States Of America,FRAMING TECHNOLOGY,False
FRISA,3,8,Mexico,FRISA,False
FUCINE ROSTAGNO,3,4,Italy,FUCINE ROSTAGNO,False
FUNDIMISA,3,8,Brazil,FUNDIMISA,False
FUNVISA,3,3,Spain,FUNVISA,False
FZT,3,4,Germany,FZT,False
GALION,3,4,United States Of America,GALION,False
GALVANOTECHNIK,3,10,Germany,GALVANOTECHNIK,False
GAUTHIER INDUSTRIES,3,4,United States Of America,GAUTHIER INDUSTRIES,False
GEAR COMPANY OF AMERICA INC,3,7,United States Of America,GEAR OF AMERICA,True
GEBRUDER KEMPER,3,6,Germany,GEBRUDER KEMPER,False
GEDORE,3,5,Germany,GEDORE,False
GEMELS SPA,3,7,Italy,GEMELS,True
GENTEC,3,6,United States Of America,GENTEC,False
GEWISS,3,9,Italy,GEWISS,False
GIRARD EQUIPMENT,3,7,United States Of America,GIRARD EQUIPMENT,False
GLEASONPFAUTER,3,4,United States Of America,GLEASONPFAUTER,False
GLENAIR,3,6,United States Of America,GLENAIR,False
GMP PLATING,3,6,United States Of America,GMP PLATING,False
GMS,3,5,United States Of America,GMS,False
GREER STOP NUT,3,3,United States Of America,GREER STOP NUT,False
GRUNDFOS HOLDING,3,5,Denmark,GRUNDFOS HOLDING,False
GUANGZHOU SHIBO,3,9,China,GUANGZHOU SHIBO,False
GUIZHOU HENGCHENGFENG,3,7,China,GUIZHOU HENGCHENGFENG,False
GULFEAGLE SUPPLY,3,5,United States Of America,GULFEAGLE SUPPLY,False
H T SOLUTIONS,3,10,India,H T SOLUTIONS,False
HAGEMEYER,3,6,United States Of America,HAGEMEYER,False
HANKSCRAFT,3,6,United States Of America,HANKSCRAFT,False
HARPER CORPORATION,3,5,United States Of America,HARPER,True
HAVIS,3,6,United States Of America,HAVIS,False
HBT GMBH,3,3,Germany,HBT,True
HEICO GROUP,3,4,United States Of America,HEICO GROUP,False
HEISMANN DREHTECHNIK,3,4,Germany,HEISMANN DREHTECHNIK,False
HEITKAMP AND THUMANN GROUP,3,9,Germany,HEITKAMP AND THUMANN GROUP,False
HI TECMETAL,3,7,United States Of America,HI TECMETAL,False
HINDALCO,3,8,India,HINDALCO,False
HL BLACHFORD,3,5,United States Of America,HL BLACHFORD,False
HLI SOLUTIONS,3,5,United States Of America,HLI SOLUTIONS,False
HOGANAS,3,9,Sweden,HOGANAS,False
HOPKINS TOOLING,3,6,United States Of America,HOPKINS TOOLING,False
HORSE,3,3,,HORSE,False
HUGHES PARKER INDUSTRIES,3,5,United States Of America,HUGHES PARKER INDUSTRIES,False
HUMPHREY PRODUCTS,3,6,United States Of America,HUMPHREY PRODUCTS,False
HUNAN JIAYUE GROUP,3,4,China,HUNAN JIAYUE GROUP,False
HUSSMANN CORPORATION,3,5,United States Of America,HUSSMANN,True
HYDRAULIK NORD,3,6,Germany,HYDRAULIK NORD,False
HYDROMAT,3,5,United States Of America,HYDROMAT,False
HYPERCUT MANUFACTURING LLC,3,5,,HYPERCUT MANUFACTURING,True
Heath Ceramics,3,3,United States Of America,HEATH CERAMICS,False
HÅKAN ANDERSSON MEKANISKA,3,8,Sweden,HAKAN ANDERSSON MEKANISKA,True
IBERDROLA,3,4,Spain,IBERDROLA,False
ICOMECCANICA,3,5,Italy,ICOMECCANICA,False
IDEAL INDUSTRIES,3,5,United States Of America,IDEAL INDUSTRIES,False
IDEPRO SKIVE,3,7,Denmark,IDEPRO SKIVE,False
IDEX,3,7,United States Of America,IDEX,False
IEM FREMONT,3,6,United States Of America,IEM FREMONT,False
ILARIO ORMEZZANOSAI,3,5,Italy,ILARIO ORMEZZANOSAI,False
ILLINOIS TOOL WORKS,3,6,United States Of America,ILLINOIS TOOL WORKS,False
IMESAZA,3,4,Spain,IMESAZA,False
IMPACT,3,8,Italy,IMPACT,False
IMT GROUP FORGE,3,4,Canada,IMT GROUP FORGE,False
INCON,3,5,Argentina,INCON,False
IND ESTAMPACION CORTE FINO,3,4,Spain,IND ESTAMPACION CORTE FINO,False
INDUSTRIHYDRAULIK,3,8,Spain,INDUSTRIHYDRAULIK,False
INDUSTRILAS,3,4,Sweden,INDUSTRILAS,False
INGETEAM POWER TECHNOLOGY,3,7,Spain,INGETEAM POWER TECHNOLOGY,False
INMERMEK,3,7,Spain,INMERMEK,False
INTEGRATED SOLUTIONS,3,5,United States Of America,INTEGRATED SOLUTIONS,False
INTERMACH,3,8,Brazil,INTERMACH,False
INTERNATIONAL PLATING,3,7,United States Of America,INTERNATIONAL PLATING,False
IONBOND,3,6,United States Of America,IONBOND,False
IQ FLUIDS,3,4,Germany,IQ FLUIDS,False
ISHIKAWA KOSAN,3,5,Japan,ISHIKAWA KOSAN,False
